fulfillment_id,order_id,fulfillment_date,month,region_id,processing_time,fulfillment_time,delivery_time,delivery_time_days,sla_actual,sla_target,sla_target_days,sla_met,shipping_cost,inventory_level,inventory_turnover
FUL-DISR-004459,ORD-HG-14459,2024-10-15,2024-10,REG-03,4.5,4.4,8.8,8.8,8.8,3.0,3.0,0,826.6,344,5.21
FUL-DISR-004460,ORD-HG-14460,2024-10-15,2024-10,REG-04,3.8,4.8,7.3,7.3,7.3,3.0,3.0,0,1555.34,281,3.23
FUL-DISR-004461,ORD-HG-14461,2024-10-15,2024-10,REG-02,3.4,3.4,5.0,5.0,5.0,3.0,3.0,0,784.06,625,4.46
FUL-DISR-004462,ORD-HG-14462,2024-10-15,2024-10,REG-01,4.2,4.9,8.6,8.6,8.6,3.0,3.0,0,1174.42,779,5.22
FUL-DISR-004463,ORD-HG-14463,2024-10-15,2024-10,REG-02,4.0,5.3,6.9,6.9,6.9,3.0,3.0,0,854.99,782,4.69
FUL-DISR-004464,ORD-HG-14464,2024-10-15,2024-10,REG-04,4.0,4.9,7.0,7.0,7.0,3.0,3.0,0,738.39,588,3.48
FUL-DISR-004465,ORD-HG-14465,2024-10-15,2024-10,REG-04,3.5,4.8,6.2,6.2,6.2,3.0,3.0,0,1129.8,308,4.84
FUL-DISR-004466,ORD-HG-14466,2024-10-16,2024-10,REG-02,2.3,4.7,8.1,8.1,8.1,3.0,3.0,0,481.95,599,3.58
FUL-DISR-004467,ORD-HG-14467,2024-10-17,2024-10,REG-03,3.1,3.3,6.0,6.0,6.0,3.0,3.0,0,1574.05,226,4.8
FUL-DISR-004468,ORD-HG-14468,2024-10-17,2024-10,REG-01,2.4,3.5,8.7,8.7,8.7,3.0,3.0,0,1571.88,358,4.49
FUL-DISR-004469,ORD-HG-14469,2024-10-17,2024-10,REG-03,3.6,4.7,7.1,7.1,7.1,3.0,3.0,0,693.33,765,3.24
FUL-DISR-004470,ORD-HG-14470,2024-10-17,2024-10,REG-02,3.8,4.1,5.2,5.2,5.2,3.0,3.0,0,1148.94,231,4.93
FUL-DISR-004471,ORD-HG-14471,2024-10-17,2024-10,REG-01,3.3,3.9,5.9,5.9,5.9,3.0,3.0,0,817.5,510,5.3
FUL-DISR-004472,ORD-HG-14472,2024-10-17,2024-10,REG-04,3.9,4.1,9.2,9.2,9.2,3.0,3.0,0,561.99,429,3.73
FUL-DISR-004473,ORD-HG-14473,2024-10-17,2024-10,REG-04,3.7,5.0,5.6,5.6,5.6,3.0,3.0,0,1620.04,789,4.68
FUL-DISR-004474,ORD-HG-14474,2024-10-17,2024-10,REG-05,2.2,5.2,4.9,4.9,4.9,3.0,3.0,0,736.27,564,3.37
FUL-DISR-004475,ORD-HG-14475,2024-10-17,2024-10,REG-02,2.9,5.3,5.2,5.2,5.2,3.0,3.0,0,1822.33,347,3.95
FUL-DISR-004476,ORD-HG-14476,2024-10-17,2024-10,REG-02,3.8,4.6,5.4,5.4,5.4,3.0,3.0,0,518.34,259,3.49
FUL-DISR-004477,ORD-HG-14477,2024-10-17,2024-10,REG-03,2.7,3.6,6.7,6.7,6.7,3.0,3.0,0,1283.41,442,4.8
FUL-DISR-004478,ORD-HG-14478,2024-10-17,2024-10,REG-05,2.3,4.9,9.4,9.4,9.4,3.0,3.0,0,1389.03,500,4.92
FUL-DISR-004479,ORD-HG-14479,2024-10-18,2024-10,REG-03,4.0,4.6,5.6,5.6,5.6,3.0,3.0,0,787.87,597,3.06
FUL-DISR-004480,ORD-HG-14480,2024-10-18,2024-10,REG-01,2.9,4.8,7.0,7.0,7.0,3.0,3.0,0,514.11,271,5.22
FUL-DISR-004481,ORD-HG-14481,2024-10-18,2024-10,REG-04,3.8,4.4,8.9,8.9,8.9,3.0,3.0,0,1373.75,476,4.61
FUL-DISR-004482,ORD-HG-14482,2024-10-18,2024-10,REG-04,2.5,4.6,7.1,7.1,7.1,3.0,3.0,0,1821.03,217,3.25
FUL-DISR-004483,ORD-HG-14483,2024-10-18,2024-10,REG-04,2.3,3.7,6.9,6.9,6.9,3.0,3.0,0,1748.56,370,5.07
FUL-DISR-004484,ORD-HG-14484,2024-10-18,2024-10,REG-04,4.5,3.6,8.7,8.7,8.7,3.0,3.0,0,1386.62,505,4.99
FUL-DISR-004485,ORD-HG-14485,2024-10-18,2024-10,REG-05,2.0,4.7,6.0,6.0,6.0,3.0,3.0,0,1273.81,453,3.04
FUL-DISR-004486,ORD-HG-14486,2024-10-18,2024-10,REG-05,2.4,5.3,4.5,4.5,4.5,3.0,3.0,0,633.77,319,3.94
FUL-DISR-004487,ORD-HG-14487,2024-10-18,2024-10,REG-02,2.7,4.4,4.9,4.9,4.9,3.0,3.0,0,1453.42,488,5.21
FUL-DISR-004488,ORD-HG-14488,2024-10-18,2024-10,REG-02,2.5,4.0,5.6,5.6,5.6,3.0,3.0,0,673.94,736,5.08
FUL-DISR-004489,ORD-HG-14489,2024-10-18,2024-10,REG-03,3.0,3.4,9.2,9.2,9.2,3.0,3.0,0,735.82,795,3.49
FUL-DISR-004490,ORD-HG-14490,2024-10-19,2024-10,REG-01,2.9,5.2,6.9,6.9,6.9,3.0,3.0,0,826.82,239,3.15
FUL-DISR-004491,ORD-HG-14491,2024-10-19,2024-10,REG-01,3.9,4.3,7.0,7.0,7.0,3.0,3.0,0,717.77,722,3.55
FUL-DISR-004492,ORD-HG-14492,2024-10-19,2024-10,REG-01,2.3,3.9,5.7,5.7,5.7,3.0,3.0,0,828.67,545,4.08
FUL-DISR-004493,ORD-HG-14493,2024-10-19,2024-10,REG-04,3.2,4.4,8.6,8.6,8.6,3.0,3.0,0,1152.64,490,3.82
FUL-DISR-004494,ORD-HG-14494,2024-10-19,2024-10,REG-02,3.0,5.3,6.9,6.9,6.9,3.0,3.0,0,1081.21,666,4.85
FUL-DISR-004495,ORD-HG-14495,2024-10-19,2024-10,REG-01,2.7,3.8,5.5,5.5,5.5,3.0,3.0,0,1094.59,245,4.53
FUL-DISR-004496,ORD-HG-14496,2024-10-20,2024-10,REG-04,2.6,4.2,6.5,6.5,6.5,3.0,3.0,0,1659.55,483,3.78
FUL-DISR-004497,ORD-HG-14497,2024-10-20,2024-10,REG-05,2.1,4.8,9.1,9.1,9.1,3.0,3.0,0,1300.46,630,3.97
FUL-DISR-004498,ORD-HG-14498,2024-10-20,2024-10,REG-03,3.6,3.8,5.5,5.5,5.5,3.0,3.0,0,884.78,547,5.31
FUL-DISR-004499,ORD-HG-14499,2024-10-20,2024-10,REG-03,4.0,5.4,8.3,8.3,8.3,3.0,3.0,0,1810.02,420,4.85
FUL-DISR-004500,ORD-HG-14500,2024-10-20,2024-10,REG-04,2.4,5.2,7.5,7.5,7.5,3.0,3.0,0,1340.48,668,3.01
FUL-DISR-004501,ORD-HG-14501,2024-10-20,2024-10,REG-03,2.7,4.5,5.5,5.5,5.5,3.0,3.0,0,803.95,602,5.39
FUL-DISR-004502,ORD-HG-14502,2024-10-20,2024-10,REG-02,3.5,3.6,5.9,5.9,5.9,3.0,3.0,0,1414.98,287,4.1
FUL-DISR-004503,ORD-HG-14503,2024-10-21,2024-10,REG-04,2.9,4.1,6.9,6.9,6.9,3.0,3.0,0,1119.03,420,3.72
FUL-DISR-004504,ORD-HG-14504,2024-10-21,2024-10,REG-05,3.7,5.3,8.7,8.7,8.7,3.0,3.0,0,948.02,338,4.67
FUL-DISR-004505,ORD-HG-14505,2024-10-21,2024-10,REG-04,4.5,3.1,6.6,6.6,6.6,3.0,3.0,0,710.93,628,4.88
FUL-DISR-004506,ORD-HG-14506,2024-10-21,2024-10,REG-05,4.5,4.0,8.1,8.1,8.1,3.0,3.0,0,1193.1,781,3.8
FUL-DISR-004507,ORD-HG-14507,2024-10-21,2024-10,REG-04,4.2,4.8,5.7,5.7,5.7,3.0,3.0,0,672.54,542,5.15
FUL-DISR-004508,ORD-HG-14508,2024-10-22,2024-10,REG-04,3.3,3.3,5.2,5.2,5.2,3.0,3.0,0,1052.67,340,4.54
FUL-DISR-004509,ORD-HG-14509,2024-10-22,2024-10,REG-01,3.4,4.8,8.7,8.7,8.7,3.0,3.0,0,1673.51,414,4.48
FUL-DISR-004510,ORD-HG-14510,2024-10-22,2024-10,REG-05,2.2,4.5,7.2,7.2,7.2,3.0,3.0,0,1016.31,770,3.27
FUL-DISR-004511,ORD-HG-14511,2024-10-22,2024-10,REG-05,4.5,3.5,5.3,5.3,5.3,3.0,3.0,0,741.07,578,5.03
FUL-DISR-004512,ORD-HG-14512,2024-10-22,2024-10,REG-03,2.4,5.3,9.1,9.1,9.1,3.0,3.0,0,533.86,488,4.53
FUL-DISR-004513,ORD-HG-14513,2024-10-23,2024-10,REG-01,3.8,3.8,9.0,9.0,9.0,3.0,3.0,0,1041.78,658,4.91
FUL-DISR-004514,ORD-HG-14514,2024-10-23,2024-10,REG-02,3.9,3.7,8.7,8.7,8.7,3.0,3.0,0,1341.18,594,5.33
FUL-DISR-004515,ORD-HG-14515,2024-10-23,2024-10,REG-01,2.2,4.3,5.0,5.0,5.0,3.0,3.0,0,1679.76,267,3.95
FUL-DISR-004516,ORD-HG-14516,2024-10-23,2024-10,REG-02,3.9,5.2,4.8,4.8,4.8,3.0,3.0,0,732.6,557,4.39
FUL-DISR-004517,ORD-HG-14517,2024-10-23,2024-10,REG-03,2.1,3.1,9.5,9.5,9.5,3.0,3.0,0,926.67,702,4.05
FUL-DISR-004518,ORD-HG-14518,2024-10-23,2024-10,REG-05,3.7,3.0,7.6,7.6,7.6,3.0,3.0,0,793.41,773,3.38
FUL-DISR-004519,ORD-HG-14519,2024-10-23,2024-10,REG-03,2.6,5.4,8.7,8.7,8.7,3.0,3.0,0,956.54,681,4.52
FUL-DISR-004520,ORD-HG-14520,2024-10-24,2024-10,REG-01,3.1,3.1,6.3,6.3,6.3,3.0,3.0,0,1726.08,630,5.03
FUL-DISR-004521,ORD-HG-14521,2024-10-24,2024-10,REG-02,2.6,3.2,8.7,8.7,8.7,3.0,3.0,0,1403.92,472,3.85
FUL-DISR-004522,ORD-HG-14522,2024-10-24,2024-10,REG-01,2.5,3.8,4.8,4.8,4.8,3.0,3.0,0,888.47,321,3.14
FUL-DISR-004523,ORD-HG-14523,2024-10-24,2024-10,REG-01,4.2,3.9,5.1,5.1,5.1,3.0,3.0,0,1069.61,459,4.36
FUL-DISR-004524,ORD-HG-14524,2024-10-25,2024-10,REG-03,2.8,4.5,7.6,7.6,7.6,3.0,3.0,0,791.1,224,3.83
FUL-DISR-004525,ORD-HG-14525,2024-10-25,2024-10,REG-01,2.1,3.3,6.8,6.8,6.8,3.0,3.0,0,933.16,568,4.01
FUL-DISR-004526,ORD-HG-14526,2024-10-25,2024-10,REG-03,3.9,4.9,7.9,7.9,7.9,3.0,3.0,0,1087.73,229,3.81
FUL-DISR-004527,ORD-HG-14527,2024-10-25,2024-10,REG-03,3.3,5.1,7.0,7.0,7.0,3.0,3.0,0,878.0,613,4.32
FUL-DISR-004528,ORD-HG-14528,2024-10-25,2024-10,REG-01,2.7,4.9,8.1,8.1,8.1,3.0,3.0,0,1312.8,214,4.18
FUL-DISR-004529,ORD-HG-14529,2024-10-26,2024-10,REG-03,3.5,3.1,5.3,5.3,5.3,3.0,3.0,0,582.63,583,4.8
FUL-DISR-004530,ORD-HG-14530,2024-10-26,2024-10,REG-02,3.8,3.6,5.2,5.2,5.2,3.0,3.0,0,1529.8,493,4.0
FUL-DISR-004531,ORD-HG-14531,2024-10-26,2024-10,REG-05,4.1,3.1,6.0,6.0,6.0,3.0,3.0,0,1067.57,554,3.02
FUL-DISR-004532,ORD-HG-14532,2024-10-26,2024-10,REG-05,3.0,3.7,7.5,7.5,7.5,3.0,3.0,0,1078.77,798,4.53
FUL-DISR-004533,ORD-HG-14533,2024-10-26,2024-10,REG-05,2.1,4.1,7.5,7.5,7.5,3.0,3.0,0,1207.39,543,5.13
FUL-DISR-004534,ORD-HG-14534,2024-10-26,2024-10,REG-05,2.3,4.4,6.5,6.5,6.5,3.0,3.0,0,1038.24,256,5.15
FUL-DISR-004535,ORD-HG-14535,2024-10-26,2024-10,REG-01,2.9,3.4,6.0,6.0,6.0,3.0,3.0,0,460.13,716,5.41
FUL-DISR-004536,ORD-HG-14536,2024-10-26,2024-10,REG-03,3.8,4.0,8.1,8.1,8.1,3.0,3.0,0,638.0,226,3.23
FUL-DISR-004537,ORD-HG-14537,2024-10-26,2024-10,REG-03,3.3,3.8,6.9,6.9,6.9,3.0,3.0,0,1263.85,553,3.81
FUL-DISR-004538,ORD-HG-14538,2024-10-26,2024-10,REG-03,2.3,3.8,6.1,6.1,6.1,3.0,3.0,0,1413.11,441,5.36
FUL-DISR-004539,ORD-HG-14539,2024-10-26,2024-10,REG-04,2.6,3.4,6.6,6.6,6.6,3.0,3.0,0,1609.33,309,4.99
FUL-DISR-004540,ORD-HG-14540,2024-10-26,2024-10,REG-02,4.5,3.3,8.3,8.3,8.3,3.0,3.0,0,921.22,744,4.91
FUL-DISR-004541,ORD-HG-14541,2024-10-26,2024-10,REG-02,2.6,3.8,7.8,7.8,7.8,3.0,3.0,0,1537.86,413,5.43
FUL-DISR-004542,ORD-HG-14542,2024-10-27,2024-10,REG-01,4.2,4.6,6.2,6.2,6.2,3.0,3.0,0,1212.81,649,4.93
FUL-DISR-004543,ORD-HG-14543,2024-10-27,2024-10,REG-02,2.9,4.3,7.8,7.8,7.8,3.0,3.0,0,559.22,314,4.98
FUL-DISR-004544,ORD-HG-14544,2024-10-27,2024-10,REG-01,2.3,3.4,7.5,7.5,7.5,3.0,3.0,0,1026.85,606,4.7
FUL-DISR-004545,ORD-HG-14545,2024-10-27,2024-10,REG-04,4.0,3.3,7.7,7.7,7.7,3.0,3.0,0,1244.27,466,4.08
FUL-DISR-004546,ORD-HG-14546,2024-10-27,2024-10,REG-04,3.9,4.9,7.3,7.3,7.3,3.0,3.0,0,999.8,293,5.04
FUL-DISR-004547,ORD-HG-14547,2024-10-27,2024-10,REG-04,3.4,5.0,5.8,5.8,5.8,3.0,3.0,0,920.31,373,4.58
FUL-DISR-004548,ORD-HG-14548,2024-10-27,2024-10,REG-02,3.3,4.6,8.2,8.2,8.2,3.0,3.0,0,808.49,373,3.54
FUL-DISR-004549,ORD-HG-14549,2024-10-28,2024-10,REG-03,3.9,4.9,6.7,6.7,6.7,3.0,3.0,0,450.14,287,3.06
FUL-DISR-004550,ORD-HG-14550,2024-10-28,2024-10,REG-05,2.7,4.4,7.8,7.8,7.8,3.0,3.0,0,743.88,200,4.63
FUL-DISR-004551,ORD-HG-14551,2024-10-28,2024-10,REG-04,4.2,4.3,4.6,4.6,4.6,3.0,3.0,0,900.81,667,3.66
FUL-DISR-004552,ORD-HG-14552,2024-10-28,2024-10,REG-05,2.8,4.7,6.7,6.7,6.7,3.0,3.0,0,970.31,345,3.95
FUL-DISR-004553,ORD-HG-14553,2024-10-28,2024-10,REG-02,4.1,4.3,7.7,7.7,7.7,3.0,3.0,0,733.88,467,3.38
FUL-DISR-004554,ORD-HG-14554,2024-10-28,2024-10,REG-02,3.5,5.1,6.5,6.5,6.5,3.0,3.0,0,1824.18,382,5.46
FUL-DISR-004555,ORD-HG-14555,2024-10-28,2024-10,REG-03,3.5,4.6,5.8,5.8,5.8,3.0,3.0,0,1566.14,675,3.8
FUL-DISR-004556,ORD-HG-14556,2024-10-28,2024-10,REG-05,3.8,4.4,5.6,5.6,5.6,3.0,3.0,0,1477.93,645,5.35
FUL-DISR-004557,ORD-HG-14557,2024-10-29,2024-10,REG-03,3.5,3.2,5.1,5.1,5.1,3.0,3.0,0,1529.76,796,4.36
FUL-DISR-004558,ORD-HG-14558,2024-10-29,2024-10,REG-05,3.7,5.3,6.4,6.4,6.4,3.0,3.0,0,614.6,318,4.27
FUL-DISR-004559,ORD-HG-14559,2024-10-29,2024-10,REG-03,2.2,4.1,6.4,6.4,6.4,3.0,3.0,0,1816.06,724,5.27
FUL-DISR-004560,ORD-HG-14560,2024-10-29,2024-10,REG-03,2.1,3.3,8.2,8.2,8.2,3.0,3.0,0,1238.15,603,4.85
FUL-DISR-004561,ORD-HG-14561,2024-10-30,2024-10,REG-04,2.7,3.1,8.8,8.8,8.8,3.0,3.0,0,1620.39,353,4.29
FUL-DISR-004562,ORD-HG-14562,2024-10-30,2024-10,REG-04,4.1,5.2,6.2,6.2,6.2,3.0,3.0,0,877.46,292,3.76
FUL-DISR-004563,ORD-HG-14563,2024-10-30,2024-10,REG-03,3.5,4.8,5.1,5.1,5.1,3.0,3.0,0,1168.86,768,4.85
FUL-DISR-004564,ORD-HG-14564,2024-10-30,2024-10,REG-03,3.7,3.0,5.8,5.8,5.8,3.0,3.0,0,1077.84,356,4.93
FUL-DISR-004565,ORD-HG-14565,2024-10-30,2024-10,REG-03,3.5,3.8,8.3,8.3,8.3,3.0,3.0,0,899.58,535,3.76
FUL-DISR-004566,ORD-HG-14566,2024-10-30,2024-10,REG-05,4.3,4.6,8.2,8.2,8.2,3.0,3.0,0,1365.13,407,4.26
FUL-DISR-004567,ORD-HG-14567,2024-10-30,2024-10,REG-04,2.9,4.7,7.7,7.7,7.7,3.0,3.0,0,708.61,339,5.2
FUL-DISR-004568,ORD-HG-14568,2024-10-30,2024-10,REG-04,3.7,3.4,7.5,7.5,7.5,3.0,3.0,0,641.44,479,4.42
FUL-DISR-004569,ORD-HG-14569,2024-10-30,2024-10,REG-01,3.0,3.2,8.5,8.5,8.5,3.0,3.0,0,1197.8,397,3.78
FUL-DISR-004570,ORD-HG-14570,2024-10-30,2024-10,REG-02,3.9,3.3,6.0,6.0,6.0,3.0,3.0,0,725.09,395,4.92
FUL-DISR-004571,ORD-HG-14571,2024-10-31,2024-10,REG-03,4.2,4.0,7.9,7.9,7.9,3.0,3.0,0,1486.22,781,4.58
FUL-DISR-004572,ORD-HG-14572,2024-10-31,2024-10,REG-03,3.7,3.5,9.2,9.2,9.2,3.0,3.0,0,1352.85,534,3.18
FUL-DISR-004573,ORD-HG-14573,2024-10-31,2024-10,REG-02,2.7,4.1,6.8,6.8,6.8,3.0,3.0,0,1646.23,631,3.18
FUL-DISR-004574,ORD-HG-14574,2024-10-31,2024-10,REG-03,2.8,4.6,7.4,7.4,7.4,3.0,3.0,0,565.65,509,5.48
FUL-DISR-004575,ORD-HG-14575,2024-10-31,2024-10,REG-05,3.1,4.6,8.7,8.7,8.7,3.0,3.0,0,486.91,248,4.18
FUL-DISR-004576,ORD-HG-14576,2024-10-31,2024-10,REG-03,2.9,4.4,5.2,5.2,5.2,3.0,3.0,0,845.86,735,3.96
FUL-DISR-004577,ORD-HG-14577,2024-10-31,2024-10,REG-01,4.2,5.2,5.3,5.3,5.3,3.0,3.0,0,454.48,300,3.65
FUL-DISR-004578,ORD-HG-14578,2024-10-31,2024-10,REG-05,2.3,5.3,4.7,4.7,4.7,3.0,3.0,0,1818.87,754,4.53
FUL-DISR-004579,ORD-HG-14579,2024-11-01,2024-11,REG-02,3.0,4.9,5.4,5.4,5.4,3.0,3.0,0,1216.58,769,4.36
FUL-DISR-004580,ORD-HG-14580,2024-11-01,2024-11,REG-02,2.1,5.2,9.0,9.0,9.0,3.0,3.0,0,676.54,242,4.12
FUL-DISR-004581,ORD-HG-14581,2024-11-01,2024-11,REG-04,4.2,3.0,4.5,4.5,4.5,3.0,3.0,0,1356.15,729,4.26
FUL-DISR-004582,ORD-HG-14582,2024-11-01,2024-11,REG-04,3.7,3.4,4.5,4.5,4.5,3.0,3.0,0,659.01,285,3.96
FUL-DISR-004583,ORD-HG-14583,2024-11-01,2024-11,REG-03,3.1,4.8,6.4,6.4,6.4,3.0,3.0,0,1358.36,229,4.96
FUL-DISR-004584,ORD-HG-14584,2024-11-01,2024-11,REG-01,2.2,5.1,7.9,7.9,7.9,3.0,3.0,0,1682.15,553,4.56
FUL-DISR-004585,ORD-HG-14585,2024-11-01,2024-11,REG-04,4.4,5.2,8.2,8.2,8.2,3.0,3.0,0,544.13,617,4.63
FUL-DISR-004586,ORD-HG-14586,2024-11-02,2024-11,REG-02,2.5,4.1,5.0,5.0,5.0,3.0,3.0,0,1305.76,216,3.48
FUL-DISR-004587,ORD-HG-14587,2024-11-02,2024-11,REG-02,3.2,4.7,9.0,9.0,9.0,3.0,3.0,0,1648.7,224,4.71
FUL-DISR-004588,ORD-HG-14588,2024-11-02,2024-11,REG-02,3.1,5.0,7.0,7.0,7.0,3.0,3.0,0,1536.47,742,3.9
FUL-DISR-004589,ORD-HG-14589,2024-11-02,2024-11,REG-04,3.8,4.4,7.6,7.6,7.6,3.0,3.0,0,1060.82,304,3.14
FUL-DISR-004590,ORD-HG-14590,2024-11-02,2024-11,REG-02,3.3,5.1,4.6,4.6,4.6,3.0,3.0,0,569.71,209,4.83
FUL-DISR-004591,ORD-HG-14591,2024-11-02,2024-11,REG-05,2.4,4.4,7.2,7.2,7.2,3.0,3.0,0,847.47,399,4.55
FUL-DISR-004592,ORD-HG-14592,2024-11-02,2024-11,REG-01,2.6,4.3,8.4,8.4,8.4,3.0,3.0,0,823.72,447,3.61
FUL-DISR-004593,ORD-HG-14593,2024-11-02,2024-11,REG-03,3.2,3.1,9.2,9.2,9.2,3.0,3.0,0,1595.99,314,4.35
FUL-DISR-004594,ORD-HG-14594,2024-11-02,2024-11,REG-02,3.5,3.5,8.5,8.5,8.5,3.0,3.0,0,802.22,521,5.1
FUL-DISR-004595,ORD-HG-14595,2024-11-02,2024-11,REG-03,2.1,4.2,9.3,9.3,9.3,3.0,3.0,0,895.04,582,4.62
FUL-DISR-004596,ORD-HG-14596,2024-11-03,2024-11,REG-02,2.0,3.4,8.4,8.4,8.4,3.0,3.0,0,1816.39,375,3.1
FUL-DISR-004597,ORD-HG-14597,2024-11-03,2024-11,REG-03,2.1,3.9,7.4,7.4,7.4,3.0,3.0,0,746.99,353,4.54
FUL-DISR-004598,ORD-HG-14598,2024-11-03,2024-11,REG-01,3.7,5.0,9.2,9.2,9.2,3.0,3.0,0,1284.35,595,3.54
FUL-DISR-004599,ORD-HG-14599,2024-11-03,2024-11,REG-02,2.3,5.2,7.8,7.8,7.8,3.0,3.0,0,936.41,298,3.71
FUL-DISR-004600,ORD-HG-14600,2024-11-03,2024-11,REG-02,4.5,4.5,8.1,8.1,8.1,3.0,3.0,0,1578.73,226,4.2
FUL-DISR-004601,ORD-HG-14601,2024-11-03,2024-11,REG-02,2.7,5.5,6.7,6.7,6.7,3.0,3.0,0,520.81,241,3.57
FUL-DISR-004602,ORD-HG-14602,2024-11-03,2024-11,REG-01,4.0,3.9,5.5,5.5,5.5,3.0,3.0,0,1605.79,638,3.64
FUL-DISR-004603,ORD-HG-14603,2024-11-03,2024-11,REG-05,3.5,3.2,6.0,6.0,6.0,3.0,3.0,0,1640.96,680,3.14
FUL-DISR-004604,ORD-HG-14604,2024-11-04,2024-11,REG-04,3.0,5.3,6.9,6.9,6.9,3.0,3.0,0,907.73,333,3.31
FUL-DISR-004605,ORD-HG-14605,2024-11-04,2024-11,REG-03,2.3,4.4,7.5,7.5,7.5,3.0,3.0,0,548.84,739,4.58
FUL-DISR-004606,ORD-HG-14606,2024-11-04,2024-11,REG-05,2.0,3.8,5.7,5.7,5.7,3.0,3.0,0,957.4,603,4.04
FUL-DISR-004607,ORD-HG-14607,2024-11-04,2024-11,REG-05,3.9,3.3,6.7,6.7,6.7,3.0,3.0,0,1207.37,716,4.71
FUL-DISR-004608,ORD-HG-14608,2024-11-05,2024-11,REG-04,3.5,3.6,7.8,7.8,7.8,3.0,3.0,0,766.16,303,4.94
FUL-DISR-004609,ORD-HG-14609,2024-11-05,2024-11,REG-04,2.7,3.8,8.8,8.8,8.8,3.0,3.0,0,1105.69,200,4.21
FUL-DISR-004610,ORD-HG-14610,2024-11-05,2024-11,REG-04,2.7,4.7,7.9,7.9,7.9,3.0,3.0,0,1140.17,447,4.49
FUL-DISR-004611,ORD-HG-14611,2024-11-05,2024-11,REG-04,4.1,3.2,5.3,5.3,5.3,3.0,3.0,0,1371.26,244,5.48
FUL-DISR-004612,ORD-HG-14612,2024-11-06,2024-11,REG-05,3.3,5.1,7.3,7.3,7.3,3.0,3.0,0,1499.98,565,3.53
FUL-DISR-004613,ORD-HG-14613,2024-11-06,2024-11,REG-01,2.4,5.3,5.6,5.6,5.6,3.0,3.0,0,871.98,681,4.44
FUL-DISR-004614,ORD-HG-14614,2024-11-06,2024-11,REG-04,2.7,4.0,6.7,6.7,6.7,3.0,3.0,0,1818.87,598,4.83
FUL-DISR-004615,ORD-HG-14615,2024-11-06,2024-11,REG-01,4.2,4.3,9.4,9.4,9.4,3.0,3.0,0,1479.75,396,4.76
FUL-DISR-004616,ORD-HG-14616,2024-11-07,2024-11,REG-04,2.4,5.1,5.4,5.4,5.4,3.0,3.0,0,1691.25,246,4.31
FUL-DISR-004617,ORD-HG-14617,2024-11-07,2024-11,REG-01,3.8,4.6,7.4,7.4,7.4,3.0,3.0,0,1643.8,713,3.43
FUL-DISR-004618,ORD-HG-14618,2024-11-07,2024-11,REG-04,4.2,4.8,4.7,4.7,4.7,3.0,3.0,0,1786.36,216,3.8
FUL-DISR-004619,ORD-HG-14619,2024-11-07,2024-11,REG-01,4.1,3.2,7.0,7.0,7.0,3.0,3.0,0,1454.37,755,3.57
FUL-DISR-004620,ORD-HG-14620,2024-11-07,2024-11,REG-05,3.0,4.5,8.7,8.7,8.7,3.0,3.0,0,1188.86,577,5.3
FUL-DISR-004621,ORD-HG-14621,2024-11-07,2024-11,REG-03,3.1,4.5,4.7,4.7,4.7,3.0,3.0,0,947.16,361,3.06
FUL-DISR-004622,ORD-HG-14622,2024-11-07,2024-11,REG-02,4.2,3.2,5.8,5.8,5.8,3.0,3.0,0,650.85,382,4.28
FUL-DISR-004623,ORD-HG-14623,2024-11-08,2024-11,REG-01,2.3,4.1,8.3,8.3,8.3,3.0,3.0,0,1458.96,425,5.13
FUL-DISR-004624,ORD-HG-14624,2024-11-08,2024-11,REG-05,3.9,3.5,6.7,6.7,6.7,3.0,3.0,0,1763.39,680,4.18
FUL-DISR-004625,ORD-HG-14625,2024-11-08,2024-11,REG-04,4.3,3.3,4.8,4.8,4.8,3.0,3.0,0,1348.03,398,3.57
FUL-DISR-004626,ORD-HG-14626,2024-11-08,2024-11,REG-02,3.6,4.7,8.1,8.1,8.1,3.0,3.0,0,1492.7,790,4.62
FUL-DISR-004627,ORD-HG-14627,2024-11-08,2024-11,REG-03,3.3,3.6,5.4,5.4,5.4,3.0,3.0,0,1492.18,637,3.38
FUL-DISR-004628,ORD-HG-14628,2024-11-08,2024-11,REG-03,2.5,4.6,5.7,5.7,5.7,3.0,3.0,0,769.18,561,4.06
FUL-DISR-004629,ORD-HG-14629,2024-11-09,2024-11,REG-02,2.5,3.5,5.0,5.0,5.0,3.0,3.0,0,1022.68,483,4.28
FUL-DISR-004630,ORD-HG-14630,2024-11-09,2024-11,REG-01,3.0,3.4,5.8,5.8,5.8,3.0,3.0,0,1708.69,291,4.41
FUL-DISR-004631,ORD-HG-14631,2024-11-09,2024-11,REG-02,2.4,4.0,7.6,7.6,7.6,3.0,3.0,0,1431.97,445,4.25
FUL-DISR-004632,ORD-HG-14632,2024-11-09,2024-11,REG-02,3.8,4.2,9.0,9.0,9.0,3.0,3.0,0,1379.76,778,3.62
FUL-DISR-004633,ORD-HG-14633,2024-11-09,2024-11,REG-02,3.0,3.6,5.1,5.1,5.1,3.0,3.0,0,1831.49,620,3.9
FUL-DISR-004634,ORD-HG-14634,2024-11-09,2024-11,REG-05,4.0,5.5,8.0,8.0,8.0,3.0,3.0,0,680.78,684,3.29
