fulfillment_id,order_id,order_date,ship_date,delivery_date,warehouse_id,carrier,region_id,delivery_time_days,sla_target_days,sla_status,shipping_cost,inventory_turnover,defect_rate_pct
FUL-001425,ORD-001425,2024-08-28,2024-08-29,2024-09-01,WH-REG-05,DHL Freight,REG-05,4.8,5,Compliant,3768.48,9.1,0.61
FUL-003338,ORD-003338,2024-08-28,2024-08-30,2024-09-02,WH-REG-03,FedEx Supply,REG-03,5.2,5,Breached,2768.91,6.1,1.15
FUL-003730,ORD-003730,2024-08-28,2024-08-29,2024-08-29,WH-REG-04,Ecom Express,REG-04,1.3,5,Compliant,4106.03,10.4,0.44
FUL-005613,ORD-005613,2024-08-28,2024-08-29,2024-08-29,WH-REG-01,Delhivery Express,REG-01,1.9,5,Compliant,4002.45,11.6,0.01
FUL-007258,ORD-007258,2024-08-28,2024-08-29,2024-08-30,WH-REG-03,Delhivery Express,REG-03,2.4,5,Compliant,2647.31,7.2,1.13
FUL-008194,ORD-008194,2024-08-28,2024-08-30,2024-09-03,WH-REG-03,BlueDart Logistics,REG-03,6.5,5,Breached,4137.38,9.3,1.5
FUL-000012,ORD-000012,2024-08-29,2024-08-31,2024-09-03,WH-REG-05,Delhivery Express,REG-05,5.1,3,Breached,3149.51,9.2,1.34
FUL-000189,ORD-000189,2024-08-29,2024-08-31,2024-09-04,WH-REG-05,DHL Freight,REG-05,6.6,5,Breached,3223.21,5.6,0.29
FUL-001862,ORD-001862,2024-08-29,2024-08-30,2024-09-01,WH-REG-02,Ecom Express,REG-02,3.1,3,Breached,1465.2,10.6,0.89
FUL-002462,ORD-002462,2024-08-29,2024-08-31,2024-09-04,WH-REG-03,FedEx Supply,REG-03,6.2,5,Breached,1697.18,9.8,1.16
FUL-004149,ORD-004149,2024-08-29,2024-08-31,2024-09-04,WH-REG-02,DHL Freight,REG-02,6.6,3,Breached,3836.16,11.6,0.85
FUL-005174,ORD-005174,2024-08-29,2024-08-31,2024-09-03,WH-REG-04,Ecom Express,REG-04,5.7,5,Breached,1940.8,9.8,1.4
FUL-000669,ORD-000669,2024-08-30,2024-09-01,2024-09-04,WH-REG-04,DHL Freight,REG-04,5.9,5,Breached,1291.48,10.4,1.45
FUL-001681,ORD-001681,2024-08-30,2024-09-01,2024-09-05,WH-REG-05,Delhivery Express,REG-05,6.6,5,Breached,3676.74,9.7,1.59
FUL-004439,ORD-004439,2024-08-30,2024-09-01,2024-09-05,WH-REG-03,DHL Freight,REG-03,6.4,3,Breached,3132.45,7.3,1.15
FUL-004878,ORD-004878,2024-08-30,2024-08-31,2024-09-03,WH-REG-01,DHL Freight,REG-01,4.5,5,Compliant,3247.42,11.6,0.83
FUL-005450,ORD-005450,2024-08-30,2024-08-31,2024-09-02,WH-REG-03,FedEx Supply,REG-03,3.8,5,Compliant,3694.65,10.8,1.72
FUL-007377,ORD-007377,2024-08-30,2024-08-31,2024-09-03,WH-REG-04,DHL Freight,REG-04,4.8,5,Compliant,4040.0,8.3,0.57
FUL-008029,ORD-008029,2024-08-30,2024-08-31,2024-09-01,WH-REG-03,DHL Freight,REG-03,2.1,3,Compliant,2888.06,5.9,0.33
FUL-008095,ORD-008095,2024-08-30,2024-08-31,2024-09-03,WH-REG-04,DHL Freight,REG-04,4.2,5,Compliant,3774.95,7.6,0.71
FUL-001820,ORD-001820,2024-08-31,2024-09-02,2024-09-05,WH-REG-02,BlueDart Logistics,REG-02,5.5,5,Breached,1475.2,10.5,0.66
FUL-002305,ORD-002305,2024-08-31,2024-09-02,2024-09-06,WH-REG-05,Delhivery Express,REG-05,6.7,5,Breached,3399.53,7.3,1.04
FUL-003373,ORD-003373,2024-08-31,2024-09-02,2024-09-05,WH-REG-04,Delhivery Express,REG-04,5.4,5,Breached,1257.61,11.1,0.87
FUL-005808,ORD-005808,2024-08-31,2024-09-02,2024-09-06,WH-REG-01,DHL Freight,REG-01,6.7,5,Breached,1060.42,9.7,0.77
FUL-006142,ORD-006142,2024-08-31,2024-09-01,2024-09-04,WH-REG-05,BlueDart Logistics,REG-05,4.2,5,Compliant,3562.0,11.7,0.97
FUL-006689,ORD-006689,2024-08-31,2024-09-02,2024-09-05,WH-REG-03,BlueDart Logistics,REG-03,5.0,5,Compliant,2474.06,7.8,1.63
FUL-007792,ORD-007792,2024-08-31,2024-09-01,2024-09-03,WH-REG-04,DHL Freight,REG-04,3.1,5,Compliant,2176.54,9.7,1.1
FUL-000468,ORD-000468,2024-09-01,2024-09-02,2024-09-04,WH-REG-05,Delhivery Express,REG-05,3.9,3,Breached,1602.69,6.6,1.13
FUL-002025,ORD-002025,2024-09-01,2024-09-02,2024-09-05,WH-REG-05,Delhivery Express,REG-05,4.4,5,Compliant,2861.61,10.7,1.69
FUL-002244,ORD-002244,2024-09-01,2024-09-03,2024-09-06,WH-REG-05,BlueDart Logistics,REG-05,5.0,5,Compliant,2320.14,10.3,1.74
FUL-002984,ORD-002984,2024-09-01,2024-09-02,2024-09-05,WH-REG-03,DHL Freight,REG-03,4.8,3,Breached,3995.37,9.5,0.78
FUL-004271,ORD-004271,2024-09-01,2024-09-02,2024-09-02,WH-REG-02,Delhivery Express,REG-02,1.3,5,Compliant,2474.57,8.8,0.94
FUL-005219,ORD-005219,2024-09-01,2024-09-02,2024-09-03,WH-REG-04,Delhivery Express,REG-04,2.2,5,Compliant,1961.23,10.6,1.6
FUL-005846,ORD-005846,2024-09-01,2024-09-03,2024-09-07,WH-REG-01,Delhivery Express,REG-01,6.6,3,Breached,1505.77,11.7,1.0
FUL-006869,ORD-006869,2024-09-01,2024-09-02,2024-09-04,WH-REG-04,BlueDart Logistics,REG-04,3.2,3,Breached,4001.81,8.7,0.6
FUL-007057,ORD-007057,2024-09-01,2024-09-02,2024-09-05,WH-REG-02,BlueDart Logistics,REG-02,4.4,5,Compliant,888.42,8.8,0.33
FUL-008106,ORD-008106,2024-09-01,2024-09-03,2024-09-07,WH-REG-02,FedEx Supply,REG-02,6.0,3,Breached,1083.39,7.4,1.17
FUL-008476,ORD-008476,2024-09-01,2024-09-03,2024-09-07,WH-REG-04,Delhivery Express,REG-04,6.0,5,Breached,2802.09,10.1,0.05
FUL-001038,ORD-001038,2024-09-02,2024-09-03,2024-09-03,WH-REG-04,Delhivery Express,REG-04,1.6,5,Compliant,1775.39,11.7,1.07
FUL-001656,ORD-001656,2024-09-02,2024-09-04,2024-09-07,WH-REG-04,Delhivery Express,REG-04,5.0,5,Compliant,4007.39,8.2,1.29
FUL-002069,ORD-002069,2024-09-02,2024-09-03,2024-09-05,WH-REG-01,Ecom Express,REG-01,3.3,5,Compliant,2956.86,6.3,1.51
FUL-004818,ORD-004818,2024-09-02,2024-09-03,2024-09-04,WH-REG-03,Delhivery Express,REG-03,2.2,5,Compliant,2065.62,10.5,0.58
FUL-004848,ORD-004848,2024-09-02,2024-09-03,2024-09-04,WH-REG-01,DHL Freight,REG-01,2.7,3,Compliant,2788.84,7.2,0.93
FUL-005241,ORD-005241,2024-09-02,2024-09-04,2024-09-07,WH-REG-04,Delhivery Express,REG-04,5.4,5,Breached,3183.95,6.8,0.27
FUL-006199,ORD-006199,2024-09-02,2024-09-03,2024-09-05,WH-REG-01,Delhivery Express,REG-01,3.5,5,Compliant,864.48,7.4,1.08
FUL-008246,ORD-008246,2024-09-02,2024-09-06,2024-09-12,WH-REG-01,DHL Freight,REG-01,10.399999999999999,5,Breached,3110.07,8.5,0.25
FUL-001239,ORD-001239,2024-09-03,2024-09-04,2024-09-07,WH-REG-01,DHL Freight,REG-01,4.8,5,Compliant,1016.16,10.2,0.73
FUL-001260,ORD-001260,2024-09-03,2024-09-04,2024-09-05,WH-REG-01,Delhivery Express,REG-01,2.4,5,Compliant,4126.35,7.7,0.76
FUL-001515,ORD-001515,2024-09-03,2024-09-04,2024-09-06,WH-REG-02,FedEx Supply,REG-02,3.5,3,Breached,2101.47,11.7,1.5
FUL-002177,ORD-002177,2024-09-03,2024-09-04,2024-09-05,WH-REG-03,FedEx Supply,REG-03,2.3,5,Compliant,2304.45,10.4,0.11
FUL-002215,ORD-002215,2024-09-03,2024-09-04,2024-09-04,WH-REG-01,DHL Freight,REG-01,1.7,5,Compliant,1854.42,8.6,0.57
FUL-005593,ORD-005593,2024-09-03,2024-09-04,2024-09-04,WH-REG-03,FedEx Supply,REG-03,1.2,5,Compliant,2959.86,6.0,0.29
FUL-006834,ORD-006834,2024-09-03,2024-09-04,2024-09-07,WH-REG-05,BlueDart Logistics,REG-05,4.9,5,Compliant,2608.82,8.4,0.11
FUL-006944,ORD-006944,2024-09-03,2024-09-05,2024-09-08,WH-REG-04,Ecom Express,REG-04,5.0,5,Compliant,2890.96,5.9,0.47
FUL-007811,ORD-007811,2024-09-03,2024-09-04,2024-09-06,WH-REG-01,Ecom Express,REG-01,3.5,5,Compliant,1583.78,11.0,1.76
FUL-007875,ORD-007875,2024-09-03,2024-09-05,2024-09-09,WH-REG-02,FedEx Supply,REG-02,6.7,5,Breached,2846.77,11.9,1.31
FUL-002274,ORD-002274,2024-09-04,2024-09-05,2024-09-07,WH-REG-03,Delhivery Express,REG-03,3.0,5,Compliant,4174.5,11.2,0.06
FUL-003135,ORD-003135,2024-09-04,2024-09-05,2024-09-06,WH-REG-04,Delhivery Express,REG-04,2.2,3,Compliant,1251.81,10.4,0.64
FUL-003873,ORD-003873,2024-09-04,2024-09-05,2024-09-06,WH-REG-05,DHL Freight,REG-05,2.3,5,Compliant,3750.86,10.1,0.0
FUL-004651,ORD-004651,2024-09-04,2024-09-06,2024-09-10,WH-REG-02,FedEx Supply,REG-02,6.5,5,Breached,1160.67,11.4,1.51
FUL-007174,ORD-007174,2024-09-04,2024-09-06,2024-09-10,WH-REG-05,Ecom Express,REG-05,6.5,5,Breached,4317.8,8.8,0.57
FUL-007709,ORD-007709,2024-09-04,2024-09-06,2024-09-09,WH-REG-03,Delhivery Express,REG-03,5.4,5,Breached,1685.29,9.4,0.43
FUL-007816,ORD-007816,2024-09-04,2024-09-05,2024-09-05,WH-REG-01,BlueDart Logistics,REG-01,1.8,3,Compliant,2218.02,6.7,0.99
FUL-008383,ORD-008383,2024-09-04,2024-09-05,2024-09-06,WH-REG-05,FedEx Supply,REG-05,2.3,5,Compliant,3372.83,8.9,0.59
FUL-000870,ORD-000870,2024-09-05,2024-09-06,2024-09-08,WH-REG-01,DHL Freight,REG-01,3.2,5,Compliant,1977.38,9.8,1.53
FUL-001470,ORD-001470,2024-09-05,2024-09-06,2024-09-08,WH-REG-04,Delhivery Express,REG-04,3.5,5,Compliant,4161.92,7.6,0.32
FUL-001485,ORD-001485,2024-09-05,2024-09-06,2024-09-07,WH-REG-01,BlueDart Logistics,REG-01,2.5,5,Compliant,1905.79,8.6,0.71
FUL-005677,ORD-005677,2024-09-05,2024-09-06,2024-09-09,WH-REG-02,BlueDart Logistics,REG-02,4.0,3,Breached,3545.67,6.3,1.27
FUL-001426,ORD-001426,2024-09-06,2024-09-07,2024-09-09,WH-REG-04,DHL Freight,REG-04,3.3,5,Compliant,1140.17,8.6,0.14
FUL-001540,ORD-001540,2024-09-06,2024-09-08,2024-09-11,WH-REG-04,FedEx Supply,REG-04,5.4,3,Breached,4448.35,7.5,0.84
FUL-001944,ORD-001944,2024-09-06,2024-09-07,2024-09-09,WH-REG-04,DHL Freight,REG-04,3.0,3,Compliant,2745.96,7.0,1.41
FUL-003206,ORD-003206,2024-09-06,2024-09-07,2024-09-07,WH-REG-03,Delhivery Express,REG-03,1.4,5,Compliant,3922.12,6.2,1.21
FUL-003768,ORD-003768,2024-09-06,2024-09-07,2024-09-08,WH-REG-02,FedEx Supply,REG-02,2.2,5,Compliant,3594.28,7.0,0.12
FUL-004029,ORD-004029,2024-09-06,2024-09-07,2024-09-08,WH-REG-03,DHL Freight,REG-03,2.0,3,Compliant,3654.37,10.3,0.68
FUL-004916,ORD-004916,2024-09-06,2024-09-08,2024-09-11,WH-REG-03,Delhivery Express,REG-03,5.2,5,Breached,1567.31,11.1,1.41
FUL-005688,ORD-005688,2024-09-06,2024-09-07,2024-09-09,WH-REG-05,BlueDart Logistics,REG-05,3.7,5,Compliant,1512.3,8.7,0.73
FUL-006873,ORD-006873,2024-09-06,2024-09-08,2024-09-11,WH-REG-01,Ecom Express,REG-01,5.8,5,Breached,1660.19,8.3,1.04
FUL-003236,ORD-003236,2024-09-07,2024-09-09,2024-09-12,WH-REG-02,BlueDart Logistics,REG-02,5.3,5,Breached,3559.06,11.3,0.03
FUL-003864,ORD-003864,2024-09-07,2024-09-08,2024-09-10,WH-REG-02,FedEx Supply,REG-02,3.1,5,Compliant,2788.15,11.5,0.24
FUL-006401,ORD-006401,2024-09-07,2024-09-08,2024-09-10,WH-REG-03,Ecom Express,REG-03,3.9,5,Compliant,1412.12,7.1,1.78
FUL-006881,ORD-006881,2024-09-07,2024-09-09,2024-09-13,WH-REG-02,DHL Freight,REG-02,6.5,5,Breached,1655.48,9.2,1.71
FUL-008030,ORD-008030,2024-09-07,2024-09-08,2024-09-11,WH-REG-02,BlueDart Logistics,REG-02,4.3,5,Compliant,4377.78,6.3,0.29
FUL-001171,ORD-001171,2024-09-08,2024-09-09,2024-09-11,WH-REG-03,BlueDart Logistics,REG-03,3.2,5,Compliant,2019.48,6.0,0.45
FUL-001895,ORD-001895,2024-09-08,2024-09-10,2024-09-13,WH-REG-03,BlueDart Logistics,REG-03,5.9,5,Breached,3133.65,11.6,0.79
FUL-002400,ORD-002400,2024-09-08,2024-09-10,2024-09-13,WH-REG-03,FedEx Supply,REG-03,5.9,5,Breached,3104.6,10.0,1.25
FUL-002746,ORD-002746,2024-09-08,2024-09-09,2024-09-11,WH-REG-01,DHL Freight,REG-01,3.1,5,Compliant,2028.25,10.6,1.4
FUL-002970,ORD-002970,2024-09-08,2024-09-10,2024-09-13,WH-REG-01,Ecom Express,REG-01,5.0,5,Compliant,2846.16,11.3,1.59
FUL-003113,ORD-003113,2024-09-08,2024-09-09,2024-09-10,WH-REG-02,FedEx Supply,REG-02,2.9,5,Compliant,2434.1,8.6,0.54
FUL-004812,ORD-004812,2024-09-08,2024-09-09,2024-09-10,WH-REG-01,Ecom Express,REG-01,2.4,3,Compliant,4498.96,9.8,0.06
FUL-007705,ORD-007705,2024-09-08,2024-09-10,2024-09-13,WH-REG-04,Ecom Express,REG-04,5.1,5,Breached,4423.06,9.3,1.75
FUL-007936,ORD-007936,2024-09-08,2024-09-10,2024-09-13,WH-REG-01,FedEx Supply,REG-01,5.8,3,Breached,1492.42,10.0,1.8
FUL-001612,ORD-001612,2024-09-09,2024-09-10,2024-09-10,WH-REG-03,DHL Freight,REG-03,1.7,5,Compliant,4108.27,9.0,1.27
FUL-001661,ORD-001661,2024-09-09,2024-09-10,2024-09-11,WH-REG-05,Delhivery Express,REG-05,2.7,5,Compliant,4194.89,7.3,0.48
FUL-002278,ORD-002278,2024-09-09,2024-09-11,2024-09-15,WH-REG-01,Ecom Express,REG-01,6.0,3,Breached,1827.38,10.2,1.68
FUL-002336,ORD-002336,2024-09-09,2024-09-10,2024-09-13,WH-REG-05,FedEx Supply,REG-05,4.1,5,Compliant,3700.39,10.5,1.46
FUL-003988,ORD-003988,2024-09-09,2024-09-10,2024-09-13,WH-REG-05,FedEx Supply,REG-05,4.2,5,Compliant,3345.32,6.8,1.59
FUL-004826,ORD-004826,2024-09-09,2024-09-10,2024-09-12,WH-REG-04,Ecom Express,REG-04,3.2,5,Compliant,1870.69,7.3,1.15
FUL-005807,ORD-005807,2024-09-09,2024-09-11,2024-09-15,WH-REG-03,Delhivery Express,REG-03,6.3,3,Breached,2015.99,8.4,1.7
FUL-007454,ORD-007454,2024-09-09,2024-09-10,2024-09-12,WH-REG-05,BlueDart Logistics,REG-05,3.6,5,Compliant,2175.64,5.9,1.29
FUL-000228,ORD-000228,2024-09-10,2024-09-12,2024-09-16,WH-REG-03,Ecom Express,REG-03,6.0,5,Breached,2261.57,6.5,1.14
FUL-001149,ORD-001149,2024-09-10,2024-09-11,2024-09-14,WH-REG-01,FedEx Supply,REG-01,4.3,5,Compliant,2561.39,6.7,0.29
FUL-001308,ORD-001308,2024-09-10,2024-09-11,2024-09-13,WH-REG-04,DHL Freight,REG-04,3.5,5,Compliant,4198.2,6.6,0.9
FUL-006460,ORD-006460,2024-09-10,2024-09-11,2024-09-14,WH-REG-01,FedEx Supply,REG-01,4.1,5,Compliant,2858.09,7.6,1.61
FUL-007271,ORD-007271,2024-09-10,2024-09-11,2024-09-12,WH-REG-04,FedEx Supply,REG-04,2.5,5,Compliant,3654.34,10.5,0.31
FUL-000416,ORD-000416,2024-09-11,2024-09-13,2024-09-17,WH-REG-03,BlueDart Logistics,REG-03,6.5,5,Breached,4347.27,9.4,1.28
FUL-002064,ORD-002064,2024-09-11,2024-09-12,2024-09-15,WH-REG-02,DHL Freight,REG-02,4.7,3,Breached,2108.71,8.7,0.97
FUL-002110,ORD-002110,2024-09-11,2024-09-12,2024-09-14,WH-REG-04,BlueDart Logistics,REG-04,3.9,5,Compliant,2522.27,6.1,0.94
FUL-004541,ORD-004541,2024-09-11,2024-09-12,2024-09-14,WH-REG-05,Ecom Express,REG-05,3.0,5,Compliant,3441.97,8.5,0.27
FUL-006903,ORD-006903,2024-09-11,2024-09-12,2024-09-14,WH-REG-03,Delhivery Express,REG-03,3.2,5,Compliant,2072.79,8.2,1.06
FUL-000065,ORD-000065,2024-09-12,2024-09-13,2024-09-14,WH-REG-05,FedEx Supply,REG-05,2.3,5,Compliant,4105.85,5.9,0.83
FUL-000380,ORD-000380,2024-09-12,2024-09-13,2024-09-14,WH-REG-03,DHL Freight,REG-03,2.5,5,Compliant,3157.04,6.1,0.17
FUL-001401,ORD-001401,2024-09-12,2024-09-14,2024-09-17,WH-REG-04,Delhivery Express,REG-04,5.7,5,Breached,920.84,5.7,1.01
FUL-002824,ORD-002824,2024-09-12,2024-09-13,2024-09-14,WH-REG-04,BlueDart Logistics,REG-04,2.5,3,Compliant,2719.3,7.9,1.17
FUL-003772,ORD-003772,2024-09-12,2024-09-13,2024-09-13,WH-REG-04,Delhivery Express,REG-04,1.3,5,Compliant,2658.1,7.3,1.19
FUL-005305,ORD-005305,2024-09-12,2024-09-13,2024-09-14,WH-REG-03,FedEx Supply,REG-03,2.7,5,Compliant,3419.15,5.7,0.97
FUL-005650,ORD-005650,2024-09-12,2024-09-13,2024-09-15,WH-REG-03,BlueDart Logistics,REG-03,3.7,5,Compliant,1493.36,11.1,0.82
FUL-000218,ORD-000218,2024-09-13,2024-09-14,2024-09-14,WH-REG-03,DHL Freight,REG-03,1.9,5,Compliant,4355.44,9.8,0.85
FUL-000286,ORD-000286,2024-09-13,2024-09-14,2024-09-17,WH-REG-01,Delhivery Express,REG-01,4.4,5,Compliant,1508.67,10.5,1.01
FUL-001037,ORD-001037,2024-09-13,2024-09-14,2024-09-16,WH-REG-05,DHL Freight,REG-05,3.0,3,Compliant,2800.25,6.4,1.27
FUL-004597,ORD-004597,2024-09-13,2024-09-18,2024-09-26,WH-REG-03,Ecom Express,REG-03,13.9,5,Breached,2779.66,9.4,1.08
FUL-004859,ORD-004859,2024-09-14,2024-09-15,2024-09-18,WH-REG-02,Ecom Express,REG-02,4.4,5,Compliant,2589.69,10.6,1.65
FUL-006022,ORD-006022,2024-09-14,2024-09-15,2024-09-15,WH-REG-04,DHL Freight,REG-04,1.8,5,Compliant,2429.73,8.6,1.04
FUL-006255,ORD-006255,2024-09-14,2024-09-16,2024-09-19,WH-REG-05,BlueDart Logistics,REG-05,5.2,5,Breached,2477.36,7.7,0.89
FUL-006780,ORD-006780,2024-09-14,2024-09-15,2024-09-15,WH-REG-04,BlueDart Logistics,REG-04,1.7,3,Compliant,3738.41,9.4,0.71
FUL-007245,ORD-007245,2024-09-14,2024-09-15,2024-09-18,WH-REG-05,FedEx Supply,REG-05,4.4,3,Breached,2485.26,8.1,1.1
FUL-007398,ORD-007398,2024-09-14,2024-09-15,2024-09-17,WH-REG-04,BlueDart Logistics,REG-04,3.9,5,Compliant,3771.63,11.5,0.32
FUL-000033,ORD-000033,2024-09-15,2024-09-17,2024-09-21,WH-REG-01,DHL Freight,REG-01,6.6,5,Breached,1746.67,9.3,1.37
FUL-002146,ORD-002146,2024-09-15,2024-09-16,2024-09-16,WH-REG-01,BlueDart Logistics,REG-01,1.8,5,Compliant,3146.82,7.0,0.65
FUL-003002,ORD-003002,2024-09-15,2024-09-16,2024-09-17,WH-REG-01,BlueDart Logistics,REG-01,2.9,5,Compliant,4163.98,6.8,1.06
FUL-004634,ORD-004634,2024-09-15,2024-09-17,2024-09-20,WH-REG-02,Delhivery Express,REG-02,5.3,5,Breached,4296.36,8.2,0.87
FUL-005362,ORD-005362,2024-09-15,2024-09-17,2024-09-20,WH-REG-04,DHL Freight,REG-04,5.8,5,Breached,4253.77,5.9,0.54
FUL-006806,ORD-006806,2024-09-15,2024-09-16,2024-09-19,WH-REG-03,Ecom Express,REG-03,4.2,5,Compliant,3787.22,10.8,0.62
FUL-007614,ORD-007614,2024-09-15,2024-09-16,2024-09-16,WH-REG-05,DHL Freight,REG-05,1.4,5,Compliant,4424.77,7.5,1.77
FUL-007808,ORD-007808,2024-09-15,2024-09-16,2024-09-16,WH-REG-05,Delhivery Express,REG-05,1.6,5,Compliant,851.51,11.8,1.32
FUL-003831,ORD-003831,2024-09-16,2024-09-17,2024-09-19,WH-REG-01,BlueDart Logistics,REG-01,3.4,3,Breached,3989.1,10.0,0.38
FUL-007107,ORD-007107,2024-09-16,2024-09-17,2024-09-18,WH-REG-02,Ecom Express,REG-02,2.5,5,Compliant,2026.76,7.4,1.36
FUL-001418,ORD-001418,2024-09-17,2024-09-18,2024-09-21,WH-REG-04,DHL Freight,REG-04,4.1,3,Breached,2899.88,10.0,1.17
FUL-004592,ORD-004592,2024-09-17,2024-09-19,2024-09-22,WH-REG-03,Ecom Express,REG-03,5.3,3,Breached,2069.7,10.8,1.4
FUL-005080,ORD-005080,2024-09-17,2024-09-18,2024-09-20,WH-REG-02,FedEx Supply,REG-02,3.4,5,Compliant,2454.08,6.7,1.62
FUL-005694,ORD-005694,2024-09-17,2024-09-19,2024-09-22,WH-REG-01,DHL Freight,REG-01,5.8,5,Breached,1318.94,6.8,1.6
FUL-006174,ORD-006174,2024-09-17,2024-09-19,2024-09-22,WH-REG-01,Delhivery Express,REG-01,5.0,5,Compliant,3493.18,8.7,1.75
FUL-006208,ORD-006208,2024-09-17,2024-09-18,2024-09-21,WH-REG-01,DHL Freight,REG-01,4.5,5,Compliant,911.92,6.7,1.09
FUL-007308,ORD-007308,2024-09-17,2024-09-22,2024-09-30,WH-REG-05,Delhivery Express,REG-05,13.0,5,Breached,2938.86,10.2,0.91
FUL-008219,ORD-008219,2024-09-17,2024-09-18,2024-09-18,WH-REG-01,FedEx Supply,REG-01,1.6,5,Compliant,3118.83,7.9,0.48
FUL-001435,ORD-001435,2024-09-18,2024-09-20,2024-09-23,WH-REG-04,Ecom Express,REG-04,5.6,3,Breached,1548.02,5.6,0.54
FUL-002915,ORD-002915,2024-09-18,2024-09-20,2024-09-23,WH-REG-02,Ecom Express,REG-02,5.3,3,Breached,1211.14,7.5,1.58
FUL-004989,ORD-004989,2024-09-18,2024-09-20,2024-09-23,WH-REG-03,Delhivery Express,REG-03,5.3,5,Breached,2642.87,7.1,0.79
FUL-006719,ORD-006719,2024-09-18,2024-09-19,2024-09-20,WH-REG-03,Delhivery Express,REG-03,2.6,5,Compliant,3652.1,7.8,0.27
FUL-000132,ORD-000132,2024-09-19,2024-09-21,2024-09-24,WH-REG-02,Delhivery Express,REG-02,5.2,5,Breached,2847.34,10.0,1.64
FUL-000253,ORD-000253,2024-09-19,2024-09-20,2024-09-21,WH-REG-01,Delhivery Express,REG-01,2.3,5,Compliant,3824.82,9.4,1.42
FUL-000507,ORD-000507,2024-09-19,2024-09-20,2024-09-23,WH-REG-04,Delhivery Express,REG-04,4.4,5,Compliant,3352.34,9.6,1.38
FUL-001147,ORD-001147,2024-09-19,2024-09-20,2024-09-22,WH-REG-01,DHL Freight,REG-01,3.9,5,Compliant,1568.74,9.8,0.66
FUL-002784,ORD-002784,2024-09-19,2024-09-20,2024-09-22,WH-REG-01,BlueDart Logistics,REG-01,3.6,5,Compliant,2219.62,11.5,1.12
FUL-003109,ORD-003109,2024-09-19,2024-09-20,2024-09-23,WH-REG-01,BlueDart Logistics,REG-01,4.8,5,Compliant,2183.09,9.1,0.46
FUL-004397,ORD-004397,2024-09-19,2024-09-21,2024-09-24,WH-REG-02,BlueDart Logistics,REG-02,5.3,5,Breached,1075.32,10.1,0.76
FUL-004679,ORD-004679,2024-09-19,2024-09-20,2024-09-21,WH-REG-04,BlueDart Logistics,REG-04,2.0,5,Compliant,1102.67,7.3,1.78
FUL-006712,ORD-006712,2024-09-19,2024-09-20,2024-09-22,WH-REG-05,DHL Freight,REG-05,3.4,5,Compliant,3416.26,7.4,1.03
FUL-007115,ORD-007115,2024-09-19,2024-09-20,2024-09-22,WH-REG-05,BlueDart Logistics,REG-05,3.7,3,Breached,1495.49,8.1,0.39
FUL-000108,ORD-000108,2024-09-20,2024-09-24,2024-10-02,WH-REG-02,BlueDart Logistics,REG-02,12.399999999999999,5,Breached,3562.96,11.9,0.36
FUL-000811,ORD-000811,2024-09-20,2024-09-21,2024-09-23,WH-REG-04,Delhivery Express,REG-04,3.2,5,Compliant,4194.44,10.2,1.56
FUL-001680,ORD-001680,2024-09-20,2024-09-22,2024-09-25,WH-REG-01,DHL Freight,REG-01,5.6,3,Breached,1395.62,8.0,0.51
FUL-003639,ORD-003639,2024-09-20,2024-09-22,2024-09-25,WH-REG-05,Delhivery Express,REG-05,5.3,5,Breached,3870.05,11.8,1.31
FUL-004208,ORD-004208,2024-09-20,2024-09-21,2024-09-21,WH-REG-01,BlueDart Logistics,REG-01,1.8,5,Compliant,3125.18,8.9,0.65
FUL-006341,ORD-006341,2024-09-20,2024-09-21,2024-09-23,WH-REG-01,DHL Freight,REG-01,3.5,5,Compliant,4342.49,8.4,1.7
FUL-006445,ORD-006445,2024-09-20,2024-09-21,2024-09-22,WH-REG-01,DHL Freight,REG-01,2.9,5,Compliant,1172.06,7.3,0.3
FUL-007922,ORD-007922,2024-09-20,2024-09-21,2024-09-23,WH-REG-01,FedEx Supply,REG-01,3.3,5,Compliant,925.67,9.9,1.11
FUL-007970,ORD-007970,2024-09-20,2024-09-21,2024-09-22,WH-REG-05,DHL Freight,REG-05,2.1,3,Compliant,1971.58,9.5,1.13
FUL-000573,ORD-000573,2024-09-21,2024-09-23,2024-09-26,WH-REG-05,BlueDart Logistics,REG-05,5.3,5,Breached,1387.98,10.6,0.03
FUL-001240,ORD-001240,2024-09-21,2024-09-22,2024-09-23,WH-REG-01,FedEx Supply,REG-01,2.3,5,Compliant,4442.03,7.6,1.14
FUL-003094,ORD-003094,2024-09-21,2024-09-23,2024-09-26,WH-REG-03,Delhivery Express,REG-03,5.5,5,Breached,3488.52,10.9,1.22
FUL-003706,ORD-003706,2024-09-21,2024-09-23,2024-09-26,WH-REG-05,Ecom Express,REG-05,5.6,5,Breached,2780.48,9.4,0.46
FUL-004238,ORD-004238,2024-09-21,2024-09-22,2024-09-24,WH-REG-05,DHL Freight,REG-05,3.3,5,Compliant,2922.26,8.1,0.44
FUL-005790,ORD-005790,2024-09-21,2024-09-22,2024-09-25,WH-REG-03,Ecom Express,REG-03,4.3,5,Compliant,2750.65,11.7,1.48
FUL-007196,ORD-007196,2024-09-21,2024-09-23,2024-09-26,WH-REG-01,DHL Freight,REG-01,5.2,3,Breached,1565.48,6.5,0.12
