transaction_id,transaction_date,revenue,operating_expense,marketing_expense,payroll_expense,operating_profit,cash_flow,budget
FIN-00852,2025-05-01,166174.02,62817.64,28432.38,41212.5,33711.5,29322.32,167772.53
FIN-00853,2025-05-02,114249.12,44683.22,15866.12,28406.32,25293.46,25381.16,118698.27
FIN-00854,2025-05-03,145395.03,56314.33,25111.67,35813.15,28155.88,25143.4,159148.41
FIN-00855,2025-05-04,221562.86,61944.6,28924.45,55838.36,74855.45,80432.38,217082.96
FIN-00856,2025-05-05,217797.22,60875.32,36460.83,60966.66,59494.41,59697.25,238223.2
FIN-00857,2025-05-06,282306.86,76289.69,37142.89,58454.21,110420.07,118220.34,276011.46
FIN-00858,2025-05-07,212517.83,53236.69,36881.25,61698.82,60701.07,51674.93,216059.93
FIN-00859,2025-05-08,216767.65,57042.88,40152.73,56616.2,62955.84,58430.0,233688.4
FIN-00860,2025-05-09,254098.84,93696.57,31658.71,88677.91,40065.65,38392.33,250724.98
FIN-00861,2025-05-10,234542.76,81838.31,39820.56,59789.0,53094.89,55212.56,235421.03
FIN-00862,2025-05-11,162424.43,50064.44,19185.96,44696.43,48477.6,46806.28,174390.06
FIN-00863,2025-05-12,219686.03,60650.35,24190.97,58840.95,76003.76,77155.78,223208.06
FIN-00864,2025-05-13,182335.58,65457.96,24796.76,54273.01,37807.85,38863.98,197097.28
FIN-00865,2025-05-14,266804.14,79066.92,49311.66,74908.21,63517.35,61137.33,263089.7
FIN-00866,2025-05-15,203112.2,72509.54,38087.41,42485.84,50029.41,52629.16,203132.93
FIN-00867,2025-05-16,305229.3,81324.23,57486.31,99696.93,66721.83,65144.34,314646.1
FIN-00868,2025-05-17,277665.38,94002.6,50569.03,58909.03,74184.72,69868.07,302678.35
FIN-00869,2025-05-18,186372.45,57773.76,23723.1,57270.11,47605.48,49978.61,200879.47
FIN-00870,2025-05-19,119825.44,37578.3,15948.7,31659.48,34638.96,39545.81,127628.04
FIN-00871,2025-05-20,182993.96,60675.97,24026.23,37415.17,60876.59,69000.45,175722.61
FIN-00872,2025-05-21,94411.05,34558.69,12614.67,28513.41,18724.28,21073.98,92001.78
FIN-00873,2025-05-22,212656.0,64336.48,22005.07,62988.2,63326.25,71492.89,232040.25
FIN-00874,2025-05-23,147740.91,40971.23,18958.41,45838.01,41973.26,39363.91,143827.31
FIN-00875,2025-05-24,57962.63,19208.65,7391.55,20200.62,11161.81,11071.09,59794.71
FIN-00876,2025-05-25,227856.14,61692.06,32268.36,60374.86,73520.86,67018.19,221818.31
FIN-00877,2025-05-26,163924.17,52494.79,17033.47,47218.02,47177.89,48761.15,157198.47
FIN-00878,2025-05-27,231237.79,76191.42,40117.11,58209.87,56719.39,63666.98,234548.27
FIN-00879,2025-05-28,341261.07,107247.93,48280.06,110685.09,75047.99,78718.66,345059.98
FIN-00880,2025-05-29,283824.81,109548.46,32422.31,85188.7,56665.34,55415.49,301677.26
FIN-00881,2025-05-30,178208.81,62370.91,31352.65,54322.11,30163.14,30833.18,184104.28
FIN-00882,2025-05-31,238576.01,87775.92,31722.47,74140.83,44936.79,48337.45,259174.74
FIN-00883,2025-06-01,321315.46,125078.23,51219.98,83846.29,61170.96,60598.66,337347.93
FIN-00884,2025-06-02,244745.57,77766.43,26909.37,76593.2,63476.57,65841.06,263522.43
FIN-00885,2025-06-03,192907.56,61892.58,27985.88,39551.87,63477.23,72604.15,211890.63
FIN-00886,2025-06-04,235409.4,94142.29,37019.87,75357.91,28889.33,25703.89,255522.1
FIN-00887,2025-06-05,218182.6,65457.7,42257.66,51512.09,58955.15,67119.78,209959.02
FIN-00888,2025-06-06,183748.34,60984.85,33196.2,44659.91,44907.38,50701.03,193224.43
FIN-00889,2025-06-07,341008.69,130993.71,36931.72,87386.17,85697.09,86106.99,333026.16
FIN-00890,2025-06-08,215953.93,73520.46,39239.09,57679.86,45514.52,49917.59,217368.03
FIN-00891,2025-06-09,162143.79,64834.9,26230.06,43654.89,27423.94,26830.05,169589.52
FIN-00892,2025-06-10,198930.14,55656.66,39720.41,62718.25,40834.82,42752.01,191110.15
FIN-00893,2025-06-11,48760.0,19448.49,9485.08,12865.39,6961.04,7729.0,48276.44
FIN-00894,2025-06-12,132778.65,52212.23,21706.19,41844.84,17015.39,15170.25,137044.77
FIN-00895,2025-06-13,148608.54,43851.96,25478.56,51077.93,28200.09,30659.18,151284.17
FIN-00896,2025-06-14,159466.54,52870.43,18377.58,53932.03,34286.5,34653.52,172415.37
FIN-00897,2025-06-15,234521.31,75687.44,29017.41,69616.69,60199.77,59259.1,256185.74
FIN-00898,2025-06-16,135003.38,34648.37,21049.93,35923.52,43381.56,49030.95,132469.94
FIN-00899,2025-06-17,288044.96,77550.08,38931.7,76176.76,95386.42,84970.11,281006.79
FIN-00900,2025-06-18,267676.66,88219.75,50688.04,88172.22,40596.65,46320.46,292590.86
FIN-00901,2025-06-19,98880.33,34414.39,13409.97,23205.28,27850.69,31358.38,96401.3
FIN-00902,2025-06-20,247976.87,63790.88,45622.99,82726.58,55836.42,48602.79,269782.83
FIN-00903,2025-06-21,186991.38,50179.59,29835.54,46730.89,60245.36,56751.14,193521.2
FIN-00904,2025-06-22,263704.29,68880.43,47572.21,79539.33,67712.32,77157.56,284221.74
FIN-00905,2025-06-23,263523.95,71680.28,48665.49,59648.6,83529.58,95917.13,273140.99
FIN-00906,2025-06-24,298123.22,99404.7,36743.73,68327.18,93647.61,83148.63,300778.27
FIN-00907,2025-06-25,389051.1,124892.06,60473.61,122506.5,81178.93,83286.55,406187.81
FIN-00908,2025-06-26,147526.4,44031.03,23624.36,43772.0,36099.01,31704.49,161725.79
FIN-00909,2025-06-27,189345.04,55644.08,27290.82,53887.67,52522.47,46581.16,200642.93
FIN-00910,2025-06-28,222615.5,73247.2,36060.14,67657.59,45650.57,51921.99,233816.09
FIN-00911,2025-06-29,289568.46,100552.79,50551.35,93209.64,45254.68,49718.09,302346.72
FIN-00912,2025-06-30,217483.7,55557.58,22088.43,55348.32,84489.37,75031.13,227292.72
FIN-00913,2025-07-01,100715.75,40222.13,17522.0,23721.45,19250.17,19118.77,101398.94
FIN-00914,2025-07-02,106576.16,32612.62,16067.58,36001.92,21894.04,19021.16,111082.04
FIN-00915,2025-07-03,177181.91,69678.2,33167.24,45747.59,28588.88,24913.4,190308.72
FIN-00916,2025-07-04,196961.49,55661.87,28375.84,60719.61,52204.17,50090.14,207591.57
FIN-00917,2025-07-05,275186.69,85494.95,46205.83,58650.85,84835.06,93382.89,298231.41
FIN-00918,2025-07-06,159985.18,54945.96,17169.48,32632.01,55237.73,50440.56,163484.97
FIN-00919,2025-07-07,82323.6,22325.66,12133.79,18488.53,29375.62,26424.9,79218.55
FIN-00920,2025-07-08,121305.4,38963.27,14856.16,35984.74,31501.23,32036.83,127875.38
FIN-00921,2025-07-09,184807.68,69375.44,21181.22,52223.93,42027.09,41201.2,196849.55
FIN-00922,2025-07-10,281523.17,92230.26,43170.82,90629.34,55492.75,58315.15,287221.51
FIN-00923,2025-07-11,273044.17,69019.62,28336.43,93491.35,82196.77,91656.38,270012.83
FIN-00924,2025-07-12,155373.46,54237.54,15678.45,45741.29,39716.18,45249.11,148583.6
FIN-00925,2025-07-13,203499.0,77890.64,33674.05,56261.39,35672.92,37307.59,210920.98
FIN-00926,2025-07-14,191556.82,48175.41,26964.68,58418.71,57998.02,55243.54,202037.68
FIN-00927,2025-07-15,223339.15,61361.05,43026.2,65207.73,53744.17,59423.54,225043.57
FIN-00928,2025-07-16,305425.7,114410.54,30588.75,73384.95,87041.46,87826.47,291972.45
FIN-00929,2025-07-17,98866.38,30769.55,13860.97,31696.42,22539.44,22310.81,99111.79
FIN-00930,2025-07-18,267892.61,83578.6,41511.7,57318.43,85483.88,82438.65,272456.17
FIN-00931,2025-07-19,159702.83,50802.5,19964.84,55548.29,33387.2,34238.59,172541.18
FIN-00932,2025-07-20,221669.89,66855.52,36853.27,54648.74,63312.36,54338.91,225163.9
FIN-00933,2025-07-21,207988.13,66759.99,31962.89,56375.09,52890.16,48612.71,226325.66
FIN-00934,2025-07-22,220660.35,79541.31,42369.62,58414.93,40334.49,36524.71,234011.43
FIN-00935,2025-07-23,217547.87,79448.47,24021.81,61976.34,52101.25,55859.05,225564.73
FIN-00936,2025-07-24,228651.58,71581.15,38451.23,66717.62,51901.58,58311.56,226257.42
FIN-00937,2025-07-25,238912.2,93650.09,46207.01,75823.46,23231.64,21865.15,248062.94
FIN-00938,2025-07-26,212376.15,70458.34,29173.36,64238.7,48505.75,50938.72,213153.81
FIN-00939,2025-07-27,115551.14,45443.72,20537.62,25684.81,23884.99,27201.65,115555.21
FIN-00940,2025-07-28,160672.06,41371.89,26651.01,49601.07,43048.09,47074.67,175034.68
FIN-00941,2025-07-29,218916.96,84153.73,39932.22,50118.18,44712.83,42174.33,214734.18
FIN-00942,2025-07-30,291907.62,77192.68,39850.85,60655.52,114208.57,126336.84,319903.73
FIN-00943,2025-07-31,250797.6,73739.84,34240.71,58827.88,83989.17,74785.34,253280.51
FIN-00944,2025-08-01,192595.69,68254.09,28925.64,48476.64,46939.32,52463.69,211836.98
FIN-00945,2025-08-02,391008.34,110476.68,39532.74,109105.92,131893.0,115172.77,429313.13
FIN-00946,2025-08-03,326809.27,82471.28,54628.96,113446.43,76262.6,86199.1,349479.82
FIN-00947,2025-08-04,234374.64,65790.52,29562.85,79561.74,59459.53,61465.39,245419.15
FIN-00948,2025-08-05,192020.55,74127.61,27795.18,51656.35,38441.41,38149.84,185177.37
FIN-00949,2025-08-06,334373.37,120131.59,61742.52,97797.54,54701.72,61494.72,351373.34
FIN-00950,2025-08-07,40567.08,10445.75,7829.01,12110.42,10181.9,9863.54,43188.57
FIN-00951,2025-08-08,126852.92,48222.63,23116.83,35901.58,19611.88,21427.31,120646.39
FIN-00952,2025-08-09,212294.81,84469.48,36557.64,43141.57,48126.12,43488.94,220760.1
FIN-00953,2025-08-10,188088.78,60664.02,29128.69,61634.26,36661.81,41055.72,198328.52
FIN-00954,2025-08-11,100678.61,34284.27,17363.59,34075.33,14955.42,13479.58,103617.63
FIN-00955,2025-08-12,393456.19,150087.41,72449.48,107490.71,63428.59,70945.01,415694.4
FIN-00956,2025-08-13,127462.0,47108.26,19056.21,26311.66,34985.87,32869.87,134486.29
FIN-00957,2025-08-14,193552.41,50668.59,22547.61,41315.6,79020.61,74087.82,185119.94
FIN-00958,2025-08-15,281369.18,75722.51,33106.53,79266.23,93273.91,100362.66,287370.18
FIN-00959,2025-08-16,226353.19,78706.96,31398.81,59524.0,56723.42,61924.12,220990.73
FIN-00960,2025-08-17,389930.07,151809.92,57783.23,84955.99,95380.93,105154.79,377740.63
FIN-00961,2025-08-18,343078.33,109526.58,52650.71,110066.76,70834.28,62467.2,343399.5
FIN-00962,2025-08-19,96903.13,36868.56,10137.66,21443.69,28453.22,31309.61,99172.63
FIN-00963,2025-08-20,329763.64,129685.28,47568.4,76548.87,75961.09,86751.14,340737.88
FIN-00964,2025-08-21,136496.65,53470.21,22358.0,45403.17,15265.27,15267.76,132000.95
FIN-00965,2025-08-22,244821.88,78582.45,46511.58,58338.35,61389.5,59097.87,262728.1
FIN-00966,2025-08-23,349910.39,93798.43,36732.48,77400.11,141979.37,143021.78,358016.6
FIN-00967,2025-08-24,148764.25,40858.31,16863.71,40371.79,50670.44,56903.82,161450.28
FIN-00968,2025-08-25,210899.74,84130.9,38172.89,55414.5,33181.45,34177.37,203968.54
FIN-00969,2025-08-26,281237.81,74342.99,37356.95,96964.25,72573.62,76809.98,297988.48
FIN-00970,2025-08-27,138710.19,37417.43,19111.71,39978.23,42202.82,48277.83,132360.3
FIN-00971,2025-08-28,93239.9,35768.47,10427.72,32175.47,14868.24,15598.08,94983.51
FIN-00972,2025-08-29,293178.29,110246.15,37051.23,72255.4,73625.51,73288.43,286803.73
FIN-00973,2025-08-30,318178.32,99887.06,59341.17,97522.24,61427.85,63229.5,312063.33
FIN-00974,2025-08-31,144738.12,39668.77,23215.28,39192.08,42661.99,42684.42,158356.93
FIN-00975,2025-09-01,84079.52,29804.26,14338.1,17288.56,22648.6,25257.03,83234.98
FIN-00976,2025-09-02,248883.93,91316.15,40038.34,62026.16,55503.28,55313.78,273620.27
FIN-00977,2025-09-03,68490.22,22495.74,7439.45,17421.16,21133.87,23794.43,71486.34
FIN-00978,2025-09-04,176817.34,67945.28,26692.13,35539.68,46640.25,41041.95,189967.08
FIN-00979,2025-09-05,61446.16,20777.49,12177.59,12811.26,15679.82,17921.22,59290.11
FIN-00980,2025-09-06,188236.53,60221.07,21534.23,62061.57,44419.66,40832.38,199981.84
FIN-00981,2025-09-07,359967.14,122581.03,37211.47,73689.26,126485.38,133116.16,379478.8
FIN-00982,2025-09-08,181618.39,57894.22,24456.03,52511.99,46756.15,51380.91,193342.1
FIN-00983,2025-09-09,152033.82,46194.17,28965.16,32180.89,44693.6,46861.97,153260.21
FIN-00984,2025-09-10,131715.85,47388.49,16963.64,27421.61,39942.11,36664.33,137831.81
FIN-00985,2025-09-11,198571.79,56033.4,20413.99,62437.11,59687.29,66983.56,188865.81
FIN-00986,2025-09-12,227098.7,78985.64,43388.12,65453.19,39271.75,43324.79,242172.6
FIN-00987,2025-09-13,288166.9,95366.93,49570.53,97236.74,45992.7,45912.74,306213.13
FIN-00988,2025-09-14,183679.84,48483.33,32119.23,44423.73,58653.55,57235.3,191040.7
FIN-00989,2025-09-15,165505.2,50029.55,29073.53,42560.77,43841.35,48028.26,177347.69
FIN-00990,2025-09-16,222778.68,81314.54,28137.55,45024.27,68302.32,78435.4,233854.77
FIN-00991,2025-09-17,130352.9,46125.46,20060.16,44112.58,20054.7,22879.17,142346.42
FIN-00992,2025-09-18,269525.04,106770.99,30114.7,87349.09,45290.26,43041.34,295874.56
FIN-00993,2025-09-19,100192.07,26096.91,14336.91,23375.48,36382.77,40958.93,98274.66
FIN-00994,2025-09-20,158486.33,53540.03,25223.75,34130.36,45592.19,39050.94,159490.67
FIN-00995,2025-09-21,217304.22,61781.58,23308.45,61207.44,71006.75,73003.24,233235.48
FIN-00996,2025-09-22,408973.21,133505.15,72881.42,113914.9,88671.74,89679.13,408403.32
FIN-00997,2025-09-23,154755.63,45764.26,25945.18,33485.08,49561.11,49139.93,149741.5
FIN-00998,2025-09-24,239440.66,89435.54,32142.29,52717.13,65145.7,56052.66,261202.35
FIN-00999,2025-09-25,39357.79,11040.92,4008.69,12650.59,11657.59,12483.0,39140.3
FIN-01000,2025-09-26,167430.35,66945.6,29227.38,52710.79,18546.58,18536.75,179820.04
FIN-01001,2025-09-27,311117.04,94021.18,33114.26,93537.64,90443.96,83131.49,323767.9
FIN-01002,2025-09-28,369397.12,139296.92,54375.81,117111.9,58612.49,65960.35,375174.02
FIN-01003,2025-09-29,219825.71,55060.49,34465.42,53661.8,76638.0,82595.44,240512.71
FIN-01004,2025-09-30,230018.36,65074.2,24748.37,58575.77,81620.02,84628.31,247460.5
FIN-01005,2025-10-01,184261.13,50329.02,20912.93,37134.55,75884.63,69772.06,176442.19
FIN-01006,2025-10-02,288403.59,107845.95,39047.48,82949.99,58560.17,55865.03,316735.65
FIN-01007,2025-10-03,240399.57,76116.6,44054.27,54026.08,66202.62,56280.42,254446.44
FIN-01008,2025-10-04,136357.86,49486.07,25076.46,43272.44,18522.89,20576.95,148497.41
FIN-01009,2025-10-05,442899.35,154828.63,48961.39,99891.38,139217.95,154716.67,433109.41
FIN-01010,2025-10-06,221853.08,81542.33,25323.5,56633.85,58353.4,59800.37,228207.98
FIN-01011,2025-10-07,160594.73,53785.16,20465.95,41666.4,44677.22,49550.62,156587.99
FIN-01012,2025-10-08,391272.63,130723.27,45438.46,97976.98,117133.92,130996.69,421313.31
FIN-01013,2025-10-09,69731.99,17618.57,10802.42,17880.5,23430.5,25729.86,72405.32
FIN-01014,2025-10-10,204320.36,51254.17,32069.23,50177.83,70819.13,68237.34,212484.72
FIN-01015,2025-10-11,258920.17,81293.27,36314.26,76595.9,64716.74,56706.6,276303.6
FIN-01016,2025-10-12,172809.04,47722.22,27861.13,58346.3,38879.39,43476.86,188640.12
FIN-01017,2025-10-13,117282.6,29660.97,18214.22,39164.14,30243.27,30955.69,113462.07
FIN-01018,2025-10-14,114888.11,34765.61,18942.55,39287.16,21892.79,24396.9,112958.01
FIN-01019,2025-10-15,206313.23,57113.5,37705.9,51391.81,60102.02,64298.19,213714.5
FIN-01020,2025-10-16,128302.49,41658.82,15684.43,25969.71,44989.53,43607.05,128404.68
FIN-01021,2025-10-17,114837.68,42064.92,22607.74,38536.28,11628.74,12987.58,115470.17
FIN-01022,2025-10-18,247215.67,94845.48,24913.47,81295.71,46161.01,52258.9,267427.26
FIN-01023,2025-10-19,196132.17,61796.74,28524.79,49684.53,56126.11,56923.04,211726.18
FIN-01024,2025-10-20,279325.05,87085.89,40063.98,65162.26,87012.92,85362.58,306098.03
FIN-01025,2025-10-21,185336.21,53614.69,20355.83,56969.42,54396.27,62242.28,187538.54
FIN-01026,2025-10-22,225695.59,86072.03,32194.13,67566.57,39862.86,40982.27,238976.1
FIN-01027,2025-10-23,275965.18,99014.96,29053.01,80636.79,67260.42,68194.13,301992.32
FIN-01028,2025-10-24,181028.77,55573.12,32122.1,50455.29,42878.26,45395.36,187891.96
FIN-01029,2025-10-25,226821.47,75089.17,35808.26,52524.59,63399.45,66403.37,227161.9
FIN-01030,2025-10-26,210297.94,54148.77,32807.0,57988.9,65353.27,72195.15,218809.05
FIN-01031,2025-10-27,149396.94,51130.01,23677.59,35728.31,38861.03,35669.69,148557.01
FIN-01032,2025-10-28,225952.2,56528.02,44563.76,47382.26,77478.16,68924.58,226425.76
FIN-01033,2025-10-29,309134.03,86840.95,45176.05,74993.45,102123.58,105565.68,319177.68
FIN-01034,2025-10-30,240299.1,64395.61,41793.81,83632.3,50477.38,52687.46,250400.07
FIN-01035,2025-10-31,441876.38,147193.08,65471.37,127718.63,101493.3,108879.55,439771.3
FIN-01036,2025-11-01,259341.09,98547.87,41927.68,71024.92,47840.62,48052.99,256506.12
FIN-01037,2025-11-02,312904.92,107740.95,58496.4,81150.85,65516.72,74504.17,313392.09
FIN-01038,2025-11-03,214001.5,70346.96,35610.45,47032.74,61011.35,63622.59,223851.6
FIN-01039,2025-11-04,264748.98,84386.83,39767.86,87798.5,52795.79,48113.07,271150.69
FIN-01040,2025-11-05,260471.83,75097.47,28151.74,89216.43,68006.19,73980.02,264189.4
FIN-01041,2025-11-06,309434.01,109790.73,31874.05,62189.55,105579.68,96514.59,334313.96
FIN-01042,2025-11-07,232541.57,90907.26,34223.17,60530.59,46880.55,49525.53,239108.39
FIN-01043,2025-11-08,151356.22,44877.69,20387.45,48675.32,37415.76,39710.63,161559.5
FIN-01044,2025-11-09,326022.64,115683.43,50940.91,89538.08,69860.22,74576.89,319006.85
FIN-01045,2025-11-10,382230.47,101769.48,76319.85,78001.32,126139.82,122906.32,415056.58
FIN-01046,2025-11-11,240521.71,73292.72,24958.74,63527.71,78742.54,76442.78,232748.1
FIN-01047,2025-11-12,165740.66,54166.93,20828.53,57183.84,33561.36,30394.02,158866.43
FIN-01048,2025-11-13,543692.08,151916.4,107819.3,149762.68,134193.7,135844.78,574407.09
FIN-01049,2025-11-14,553796.24,213653.94,100378.63,158090.97,81672.7,70432.88,548056.1
FIN-01050,2025-11-15,261347.29,88332.71,49907.36,90011.38,33095.84,32817.68,256708.52
FIN-01051,2025-11-16,164124.46,45784.28,21172.97,49296.3,47870.91,41922.95,176744.19
FIN-01052,2025-11-17,319257.71,89266.76,60718.5,77027.93,92244.52,88935.37,311617.01
FIN-01053,2025-11-18,416475.8,157879.65,76435.53,89643.28,92517.34,85187.74,402928.98
FIN-01054,2025-11-19,300261.48,97691.45,37191.07,61871.69,103507.27,112907.01,318895.39
FIN-01055,2025-11-20,325454.48,114891.53,53309.49,111323.16,45930.3,43576.12,346973.4
FIN-01056,2025-11-21,290100.9,95714.69,40777.41,84891.29,68717.51,65119.06,310056.06
FIN-01057,2025-11-22,81019.28,29585.65,13538.66,18469.0,19425.97,16919.69,84872.78
FIN-01058,2025-11-23,477350.79,119693.43,85001.24,138510.26,134145.86,127107.43,468537.03
FIN-01059,2025-11-24,499422.9,148852.42,97491.57,99937.93,153140.98,162973.07,482215.04
FIN-01060,2025-11-25,87686.74,30559.04,11897.78,18295.57,26934.35,30234.38,90036.51
FIN-01061,2025-11-26,193792.98,60992.64,22503.09,44200.93,66096.32,66684.85,193741.54
FIN-01062,2025-11-27,256241.69,97346.02,42651.36,80045.92,36198.39,33827.81,252591.55
FIN-01063,2025-11-28,173961.06,55780.06,26054.65,58170.85,33955.5,35640.63,184990.7
FIN-01064,2025-11-29,205794.72,79198.36,31990.3,58820.34,35785.72,34302.91,200010.51
FIN-01065,2025-11-30,219572.41,72831.7,34919.36,53568.43,58252.92,65981.42,228083.18
FIN-01066,2025-12-01,197275.06,74253.86,20976.12,61724.33,40320.75,42543.91,211365.27
FIN-01067,2025-12-02,360936.82,108258.88,41406.97,117765.44,93505.53,99338.91,385042.77
FIN-01068,2025-12-03,169460.06,51721.06,23631.8,37398.93,56708.27,55417.04,172050.31
FIN-01069,2025-12-04,113463.11,42173.71,17990.92,35700.12,17598.36,19965.67,108781.27
FIN-01070,2025-12-05,277634.77,96664.76,46353.42,63794.42,70822.17,80436.35,274642.66
FIN-01071,2025-12-06,183852.14,65054.59,28841.66,42900.58,47055.31,49554.78,187169.85
FIN-01072,2025-12-07,286280.48,76512.96,46131.86,70191.8,93443.86,92950.86,294124.44
FIN-01073,2025-12-08,271560.66,99589.29,52797.73,55574.05,63599.59,60826.95,292030.74
FIN-01074,2025-12-09,323447.84,96297.5,55544.1,112004.8,59601.44,56628.51,351774.3
FIN-01075,2025-12-10,253610.06,88243.11,26111.36,56379.11,82876.48,75132.25,266003.29
FIN-01076,2025-12-11,273419.71,89205.73,49239.75,62532.98,72441.25,75864.41,272974.69
FIN-01077,2025-12-12,240086.96,81621.51,43771.34,72686.65,42007.46,43979.93,250221.35
FIN-01078,2025-12-13,278079.54,91070.71,45338.59,94538.71,47131.53,52193.55,283537.64
FIN-01079,2025-12-14,239289.26,69464.13,28549.73,49624.79,91650.61,104621.62,254975.8
FIN-01080,2025-12-15,268759.59,78599.17,44885.02,64748.19,80527.21,80630.32,259197.54
FIN-01081,2025-12-16,135260.15,35882.91,17026.46,30994.51,51356.27,52270.3,130760.26
FIN-01082,2025-12-17,224563.12,56605.34,39751.86,67497.64,60708.28,61096.05,237358.09
FIN-01083,2025-12-18,380226.75,122565.99,69119.12,112866.63,75675.01,81371.48,385454.9
FIN-01084,2025-12-19,97296.44,33930.24,18966.65,33220.2,11179.35,11566.24,101305.64
FIN-01085,2025-12-20,58024.32,17905.34,10693.29,12833.34,16592.35,14521.16,55207.13
FIN-01086,2025-12-21,307277.24,87925.96,57876.7,74858.97,86615.61,94690.58,298913.14
FIN-01087,2025-12-22,106992.18,37652.59,17130.81,27522.74,24686.04,24860.86,108516.63
FIN-01088,2025-12-23,297046.42,102008.84,41953.27,79425.47,73658.84,65232.91,284494.5
FIN-01089,2025-12-24,164449.52,60084.21,23240.41,35986.84,45138.06,49940.78,158909.42
FIN-01090,2025-12-25,349721.31,133249.39,52756.41,118522.41,45193.1,44771.93,341748.47
FIN-01091,2025-12-26,305400.81,90783.0,41677.42,61753.03,111187.36,94921.01,317355.96
FIN-01092,2025-12-27,196242.69,73555.63,39045.98,47769.04,35872.04,38675.2,200497.51
FIN-01093,2025-12-28,338109.63,124000.77,42569.36,76859.36,94680.14,94657.13,341443.81
FIN-01094,2025-12-29,268267.96,103857.27,37181.33,75785.57,51443.79,49306.17,265903.42
FIN-01095,2025-12-30,309283.3,108437.05,52778.46,84709.67,63358.12,66406.16,296936.14
FIN-01096,2025-12-31,192138.38,74862.97,26411.68,66591.93,24271.8,26847.34,201411.88
