campaign_id,campaign_name,campaign_date,channel,campaign_cost,impressions,clicks,leads,conversions,customers_acquired,revenue_generated
CAMP-02791,Google Ads Campaign 2025-07-31,2025-07-31,Google Ads,2097.87,94346,2905,222,42,41,53768.0
CAMP-02792,LinkedIn Ads Campaign 2025-08-01,2025-08-01,LinkedIn Ads,2061.38,50392,1140,198,60,46,164255.34
CAMP-02793,Events & Webinars Campaign 2025-08-01,2025-08-01,Events & Webinars,2809.38,12002,652,38,4,3,7863.74
CAMP-02794,SEO Content Campaign 2025-08-01,2025-08-01,SEO Content,2012.14,59612,4077,731,280,274,400806.39
CAMP-02795,Email Campaigns Campaign 2025-08-02,2025-08-02,Email Campaigns,824.66,97292,3776,336,40,24,86556.44
CAMP-02796,Google Ads Campaign 2025-08-02,2025-08-02,Google Ads,3048.02,94244,6154,827,303,199,236987.49
CAMP-02797,SEO Content Campaign 2025-08-02,2025-08-02,SEO Content,3405.12,45425,1659,226,54,33,65414.7
CAMP-02798,Events & Webinars Campaign 2025-08-02,2025-08-02,Events & Webinars,2931.02,57621,3383,327,109,108,290435.69
CAMP-02799,Partner Referrals Campaign 2025-08-03,2025-08-03,Partner Referrals,1657.69,56345,4362,239,57,48,69684.36
CAMP-02800,Google Ads Campaign 2025-08-03,2025-08-03,Google Ads,2600.73,30761,1403,198,41,34,29813.24
CAMP-02801,LinkedIn Ads Campaign 2025-08-03,2025-08-03,LinkedIn Ads,2261.18,91406,5043,864,109,80,239877.4
CAMP-02802,Events & Webinars Campaign 2025-08-03,2025-08-03,Events & Webinars,3100.63,51351,4062,266,51,31,66408.05
CAMP-02803,Google Ads Campaign 2025-08-04,2025-08-04,Google Ads,1115.5,80150,2251,420,55,42,128655.41
CAMP-02804,LinkedIn Ads Campaign 2025-08-04,2025-08-04,LinkedIn Ads,3471.79,97868,4043,323,50,42,94763.26
CAMP-02805,SEO Content Campaign 2025-08-04,2025-08-04,SEO Content,1279.92,62503,1695,128,31,25,72440.04
CAMP-02806,LinkedIn Ads Campaign 2025-08-05,2025-08-05,LinkedIn Ads,1526.38,6480,288,54,9,8,35265.81
CAMP-02807,Partner Referrals Campaign 2025-08-05,2025-08-05,Partner Referrals,2228.45,70045,2655,164,17,10,33097.55
CAMP-02808,SEO Content Campaign 2025-08-05,2025-08-05,SEO Content,3040.52,80235,5927,380,53,36,148718.54
CAMP-02809,Google Ads Campaign 2025-08-06,2025-08-06,Google Ads,1027.31,85718,5226,1019,186,127,146072.85
CAMP-02810,Partner Referrals Campaign 2025-08-06,2025-08-06,Partner Referrals,3108.67,25037,551,54,13,9,18931.73
CAMP-02811,SEO Content Campaign 2025-08-07,2025-08-07,SEO Content,2230.7,87298,2409,392,87,55,192373.32
CAMP-02812,LinkedIn Ads Campaign 2025-08-07,2025-08-07,LinkedIn Ads,1653.51,64023,4518,708,200,162,493697.8
CAMP-02813,Email Campaigns Campaign 2025-08-07,2025-08-07,Email Campaigns,3108.85,14753,1103,167,28,23,74483.78
CAMP-02814,Partner Referrals Campaign 2025-08-08,2025-08-08,Partner Referrals,1391.54,74304,4700,778,155,137,467879.17
CAMP-02815,Email Campaigns Campaign 2025-08-08,2025-08-08,Email Campaigns,3048.54,54711,3153,296,108,68,132282.69
CAMP-02816,Email Campaigns Campaign 2025-08-09,2025-08-09,Email Campaigns,3259.08,59025,1824,248,46,36,155948.53
CAMP-02817,SEO Content Campaign 2025-08-09,2025-08-09,SEO Content,1989.75,78790,1825,230,67,57,91442.02
CAMP-02818,Partner Referrals Campaign 2025-08-09,2025-08-09,Partner Referrals,3467.76,85158,6299,787,203,195,374516.99
CAMP-02819,LinkedIn Ads Campaign 2025-08-09,2025-08-09,LinkedIn Ads,2440.85,14820,749,129,16,14,42518.24
CAMP-02820,Events & Webinars Campaign 2025-08-10,2025-08-10,Events & Webinars,1741.3,40445,1574,172,43,37,161018.59
CAMP-02821,Partner Referrals Campaign 2025-08-10,2025-08-10,Partner Referrals,1432.28,62833,3673,321,42,25,32256.37
CAMP-02822,Email Campaigns Campaign 2025-08-10,2025-08-10,Email Campaigns,2412.14,32342,2206,211,22,13,36993.24
CAMP-02823,LinkedIn Ads Campaign 2025-08-11,2025-08-11,LinkedIn Ads,889.54,49158,3514,543,87,77,221153.15
CAMP-02824,Google Ads Campaign 2025-08-11,2025-08-11,Google Ads,2775.66,37130,811,126,29,23,84391.59
CAMP-02825,SEO Content Campaign 2025-08-12,2025-08-12,SEO Content,3395.41,74272,4559,401,71,63,182196.27
CAMP-02826,LinkedIn Ads Campaign 2025-08-12,2025-08-12,LinkedIn Ads,894.61,16362,653,115,11,9,23187.44
CAMP-02827,Partner Referrals Campaign 2025-08-12,2025-08-12,Partner Referrals,960.92,93935,4295,508,84,52,160996.92
CAMP-02828,Email Campaigns Campaign 2025-08-12,2025-08-12,Email Campaigns,3390.28,31228,1118,146,41,26,20884.25
CAMP-02829,Events & Webinars Campaign 2025-08-13,2025-08-13,Events & Webinars,2059.21,22295,673,125,13,10,25119.23
CAMP-02830,Partner Referrals Campaign 2025-08-13,2025-08-13,Partner Referrals,1770.77,61557,4552,727,110,103,445184.37
CAMP-02831,Google Ads Campaign 2025-08-14,2025-08-14,Google Ads,597.34,57040,2317,180,65,59,48492.4
CAMP-02832,SEO Content Campaign 2025-08-14,2025-08-14,SEO Content,830.35,41494,2344,314,101,95,379220.88
CAMP-02833,Partner Referrals Campaign 2025-08-14,2025-08-14,Partner Referrals,1675.77,64166,5007,260,61,58,81899.18
CAMP-02834,Events & Webinars Campaign 2025-08-14,2025-08-14,Events & Webinars,737.81,67826,2776,291,68,59,111687.42
CAMP-02835,Events & Webinars Campaign 2025-08-15,2025-08-15,Events & Webinars,2786.7,73009,4907,806,188,167,218502.62
CAMP-02836,Partner Referrals Campaign 2025-08-15,2025-08-15,Partner Referrals,2737.88,98687,2797,409,83,56,161594.49
CAMP-02837,Google Ads Campaign 2025-08-15,2025-08-15,Google Ads,1192.9,32988,2132,161,51,46,152744.52
CAMP-02838,SEO Content Campaign 2025-08-15,2025-08-15,SEO Content,1312.6,85672,6580,1010,309,200,814557.51
CAMP-02839,Email Campaigns Campaign 2025-08-16,2025-08-16,Email Campaigns,3110.34,15653,624,34,9,5,14433.27
CAMP-02840,Events & Webinars Campaign 2025-08-16,2025-08-16,Events & Webinars,3327.47,86532,6149,899,114,73,224982.6
CAMP-02841,LinkedIn Ads Campaign 2025-08-16,2025-08-16,LinkedIn Ads,2258.98,36860,2073,353,94,88,96670.18
CAMP-02842,Events & Webinars Campaign 2025-08-17,2025-08-17,Events & Webinars,2706.48,75388,3396,186,36,33,40398.04
CAMP-02843,Partner Referrals Campaign 2025-08-17,2025-08-17,Partner Referrals,391.01,6237,133,15,4,2,5067.59
CAMP-02844,SEO Content Campaign 2025-08-17,2025-08-17,SEO Content,1919.69,86668,2418,431,123,115,358071.44
CAMP-02845,SEO Content Campaign 2025-08-18,2025-08-18,SEO Content,2585.98,82173,1783,256,32,19,18383.18
CAMP-02846,LinkedIn Ads Campaign 2025-08-18,2025-08-18,LinkedIn Ads,1484.73,65636,4034,306,33,27,35367.4
CAMP-02847,Google Ads Campaign 2025-08-19,2025-08-19,Google Ads,1885.54,72855,2147,164,21,16,55939.81
CAMP-02848,Email Campaigns Campaign 2025-08-19,2025-08-19,Email Campaigns,584.68,53500,1360,119,12,10,38561.24
CAMP-02849,Events & Webinars Campaign 2025-08-19,2025-08-19,Events & Webinars,877.98,39447,1989,360,132,106,367704.95
CAMP-02850,LinkedIn Ads Campaign 2025-08-19,2025-08-19,LinkedIn Ads,1194.02,87541,2112,130,39,33,117959.5
CAMP-02851,Email Campaigns Campaign 2025-08-20,2025-08-20,Email Campaigns,464.8,20630,1141,199,44,37,55322.64
CAMP-02852,Google Ads Campaign 2025-08-20,2025-08-20,Google Ads,3454.43,78543,2265,448,116,91,293183.01
CAMP-02853,Events & Webinars Campaign 2025-08-21,2025-08-21,Events & Webinars,3420.7,81455,2531,246,65,44,71625.62
CAMP-02854,Google Ads Campaign 2025-08-21,2025-08-21,Google Ads,2551.69,45623,2070,312,34,32,32791.15
CAMP-02855,LinkedIn Ads Campaign 2025-08-21,2025-08-21,LinkedIn Ads,1596.84,28173,735,37,14,12,31637.27
CAMP-02856,Email Campaigns Campaign 2025-08-21,2025-08-21,Email Campaigns,1181.92,72680,4036,498,101,70,214985.5
CAMP-02857,Email Campaigns Campaign 2025-08-22,2025-08-22,Email Campaigns,3035.57,7139,277,50,16,10,44513.89
CAMP-02858,LinkedIn Ads Campaign 2025-08-22,2025-08-22,LinkedIn Ads,1463.39,25880,620,34,7,5,9623.07
CAMP-02859,Partner Referrals Campaign 2025-08-22,2025-08-22,Partner Referrals,1210.4,32415,1697,219,21,15,40039.24
CAMP-02860,Events & Webinars Campaign 2025-08-22,2025-08-22,Events & Webinars,1253.69,84126,5034,484,81,49,83575.1
CAMP-02861,Events & Webinars Campaign 2025-08-23,2025-08-23,Events & Webinars,2334.94,49128,3507,633,232,205,708116.49
CAMP-02862,Partner Referrals Campaign 2025-08-23,2025-08-23,Partner Referrals,2592.87,22074,1562,196,24,15,12045.6
CAMP-02863,SEO Content Campaign 2025-08-23,2025-08-23,SEO Content,1788.73,46346,2883,362,107,64,150569.24
CAMP-02864,Email Campaigns Campaign 2025-08-23,2025-08-23,Email Campaigns,457.91,53052,1204,225,33,22,55745.14
CAMP-02865,Email Campaigns Campaign 2025-08-24,2025-08-24,Email Campaigns,1996.52,79402,3544,558,170,167,185889.35
CAMP-02866,Events & Webinars Campaign 2025-08-24,2025-08-24,Events & Webinars,622.21,70392,5530,911,273,176,245650.99
CAMP-02867,Partner Referrals Campaign 2025-08-24,2025-08-24,Partner Referrals,586.9,78141,4992,443,149,110,300842.27
CAMP-02868,Email Campaigns Campaign 2025-08-25,2025-08-25,Email Campaigns,1266.37,65583,3051,435,156,134,319813.39
CAMP-02869,Google Ads Campaign 2025-08-25,2025-08-25,Google Ads,2453.96,27944,1118,119,44,32,27600.64
CAMP-02870,Email Campaigns Campaign 2025-08-26,2025-08-26,Email Campaigns,2782.13,56269,1962,352,109,87,207499.79
CAMP-02871,SEO Content Campaign 2025-08-26,2025-08-26,SEO Content,1308.07,86216,2459,439,155,95,396353.61
CAMP-02872,Email Campaigns Campaign 2025-08-27,2025-08-27,Email Campaigns,1025.91,73175,2181,405,51,47,77707.69
CAMP-02873,SEO Content Campaign 2025-08-27,2025-08-27,SEO Content,2567.88,37575,1880,179,60,50,210469.64
CAMP-02874,Email Campaigns Campaign 2025-08-28,2025-08-28,Email Campaigns,1903.28,82150,2805,538,123,120,112370.67
CAMP-02875,Events & Webinars Campaign 2025-08-28,2025-08-28,Events & Webinars,1206.77,84912,5428,294,88,60,164371.88
CAMP-02876,LinkedIn Ads Campaign 2025-08-28,2025-08-28,LinkedIn Ads,3009.27,35190,1653,223,65,40,177803.7
CAMP-02877,SEO Content Campaign 2025-08-28,2025-08-28,SEO Content,2744.78,41310,2547,441,129,121,442989.05
CAMP-02878,Google Ads Campaign 2025-08-29,2025-08-29,Google Ads,3290.75,60184,3988,271,86,52,105777.57
CAMP-02879,Email Campaigns Campaign 2025-08-29,2025-08-29,Email Campaigns,3243.39,99132,6017,973,316,209,751406.54
CAMP-02880,Partner Referrals Campaign 2025-08-29,2025-08-29,Partner Referrals,2346.3,19279,888,165,30,26,31706.8
CAMP-02881,LinkedIn Ads Campaign 2025-08-30,2025-08-30,LinkedIn Ads,1977.73,73387,2888,251,67,46,109637.13
CAMP-02882,Events & Webinars Campaign 2025-08-30,2025-08-30,Events & Webinars,1095.4,17875,414,79,28,20,89570.52
CAMP-02883,SEO Content Campaign 2025-08-30,2025-08-30,SEO Content,3112.03,9635,253,37,4,2,2446.01
CAMP-02884,Email Campaigns Campaign 2025-08-31,2025-08-31,Email Campaigns,2567.39,50610,3889,526,175,167,241037.7
CAMP-02885,LinkedIn Ads Campaign 2025-08-31,2025-08-31,LinkedIn Ads,1592.07,91739,4852,764,159,158,557005.65
CAMP-02886,Events & Webinars Campaign 2025-08-31,2025-08-31,Events & Webinars,2382.78,51316,1323,104,25,22,20950.9
CAMP-02887,Google Ads Campaign 2025-09-01,2025-09-01,Google Ads,2969.9,98376,6766,1281,309,293,381818.47
CAMP-02888,Email Campaigns Campaign 2025-09-01,2025-09-01,Email Campaigns,1676.21,7466,475,90,26,25,56861.5
CAMP-02889,Events & Webinars Campaign 2025-09-01,2025-09-01,Events & Webinars,3416.98,79551,2888,572,106,93,162726.07
CAMP-02890,Partner Referrals Campaign 2025-09-01,2025-09-01,Partner Referrals,1629.93,86179,3142,609,103,92,290168.05
CAMP-02891,LinkedIn Ads Campaign 2025-09-02,2025-09-02,LinkedIn Ads,3486.85,74063,4218,634,77,75,223207.38
CAMP-02892,Events & Webinars Campaign 2025-09-02,2025-09-02,Events & Webinars,2269.67,12243,571,35,13,10,43817.71
CAMP-02893,Google Ads Campaign 2025-09-02,2025-09-02,Google Ads,636.52,16502,1127,158,29,21,84905.17
CAMP-02894,LinkedIn Ads Campaign 2025-09-03,2025-09-03,LinkedIn Ads,2571.11,33665,1852,271,78,62,146609.79
CAMP-02895,SEO Content Campaign 2025-09-03,2025-09-03,SEO Content,2733.45,42754,2164,394,96,73,263140.29
CAMP-02896,Email Campaigns Campaign 2025-09-04,2025-09-04,Email Campaigns,1241.85,76628,3169,414,131,97,284173.76
CAMP-02897,Events & Webinars Campaign 2025-09-04,2025-09-04,Events & Webinars,1209.69,76434,1838,189,20,13,51066.96
CAMP-02898,Partner Referrals Campaign 2025-09-04,2025-09-04,Partner Referrals,2318.4,48564,2778,532,103,71,181312.15
CAMP-02899,Email Campaigns Campaign 2025-09-05,2025-09-05,Email Campaigns,2071.42,38313,1470,209,60,37,143753.49
CAMP-02900,Google Ads Campaign 2025-09-05,2025-09-05,Google Ads,3338.05,51162,4037,290,47,32,45628.91
CAMP-02901,LinkedIn Ads Campaign 2025-09-05,2025-09-05,LinkedIn Ads,416.64,86801,6627,881,138,133,595851.08
CAMP-02902,Google Ads Campaign 2025-09-06,2025-09-06,Google Ads,2558.59,84218,5826,919,179,158,209368.75
CAMP-02903,Events & Webinars Campaign 2025-09-06,2025-09-06,Events & Webinars,2589.96,85004,2659,524,196,191,243344.86
CAMP-02904,LinkedIn Ads Campaign 2025-09-06,2025-09-06,LinkedIn Ads,3044.05,44888,2446,400,71,62,104287.1
CAMP-02905,Partner Referrals Campaign 2025-09-06,2025-09-06,Partner Referrals,2058.89,6021,348,54,10,8,10363.65
CAMP-02906,SEO Content Campaign 2025-09-07,2025-09-07,SEO Content,590.56,5442,406,68,11,8,16650.15
CAMP-02907,Google Ads Campaign 2025-09-07,2025-09-07,Google Ads,828.93,46543,1334,161,30,25,26519.39
CAMP-02908,Partner Referrals Campaign 2025-09-08,2025-09-08,Partner Referrals,2650.95,15882,896,83,28,23,33141.18
CAMP-02909,SEO Content Campaign 2025-09-08,2025-09-08,SEO Content,854.12,32227,2424,259,83,78,216818.37
CAMP-02910,LinkedIn Ads Campaign 2025-09-08,2025-09-08,LinkedIn Ads,2932.51,44217,1645,259,83,58,174917.63
CAMP-02911,Email Campaigns Campaign 2025-09-09,2025-09-09,Email Campaigns,612.37,41470,1386,239,70,51,98377.06
CAMP-02912,Events & Webinars Campaign 2025-09-09,2025-09-09,Events & Webinars,1673.35,73809,4794,903,317,219,444538.02
CAMP-02913,Email Campaigns Campaign 2025-09-10,2025-09-10,Email Campaigns,3476.43,69183,5237,422,151,125,296261.91
CAMP-02914,Events & Webinars Campaign 2025-09-10,2025-09-10,Events & Webinars,1055.96,44686,3266,506,144,142,358756.91
CAMP-02915,Partner Referrals Campaign 2025-09-10,2025-09-10,Partner Referrals,2036.78,67529,1738,204,73,47,49647.12
CAMP-02916,LinkedIn Ads Campaign 2025-09-11,2025-09-11,LinkedIn Ads,3089.1,10932,660,44,17,12,34731.69
CAMP-02917,Partner Referrals Campaign 2025-09-11,2025-09-11,Partner Referrals,332.47,74162,4852,824,324,297,307357.49
CAMP-02918,Google Ads Campaign 2025-09-11,2025-09-11,Google Ads,3450.96,66098,3950,293,70,56,136927.76
CAMP-02919,Events & Webinars Campaign 2025-09-11,2025-09-11,Events & Webinars,1052.48,84073,4844,398,102,68,196528.43
CAMP-02920,Partner Referrals Campaign 2025-09-12,2025-09-12,Partner Referrals,3014.12,74183,2866,316,124,86,174284.98
CAMP-02921,LinkedIn Ads Campaign 2025-09-12,2025-09-12,LinkedIn Ads,2055.24,9130,223,44,15,14,60729.69
CAMP-02922,Google Ads Campaign 2025-09-12,2025-09-12,Google Ads,2384.15,71702,3021,183,63,52,65587.84
CAMP-02923,SEO Content Campaign 2025-09-13,2025-09-13,SEO Content,3219.24,41537,3303,261,95,76,208847.71
CAMP-02924,Partner Referrals Campaign 2025-09-13,2025-09-13,Partner Referrals,2864.9,17819,690,62,9,7,7309.79
CAMP-02925,LinkedIn Ads Campaign 2025-09-14,2025-09-14,LinkedIn Ads,2224.17,73095,2263,335,111,89,286032.1
CAMP-02926,SEO Content Campaign 2025-09-14,2025-09-14,SEO Content,2067.38,80385,1705,188,18,14,39036.84
CAMP-02927,Email Campaigns Campaign 2025-09-14,2025-09-14,Email Campaigns,2411.3,56634,1877,125,35,33,62578.97
CAMP-02928,Google Ads Campaign 2025-09-15,2025-09-15,Google Ads,1368.53,31919,1331,251,36,32,28429.82
CAMP-02929,SEO Content Campaign 2025-09-15,2025-09-15,SEO Content,3192.07,29493,1931,289,99,95,214436.64
CAMP-02930,Events & Webinars Campaign 2025-09-16,2025-09-16,Events & Webinars,1383.88,88737,4679,243,82,53,77518.6
CAMP-02931,Partner Referrals Campaign 2025-09-16,2025-09-16,Partner Referrals,1852.94,61001,1818,357,65,42,62871.54
CAMP-02932,Events & Webinars Campaign 2025-09-17,2025-09-17,Events & Webinars,2452.34,71007,3502,554,92,85,221164.74
CAMP-02933,SEO Content Campaign 2025-09-17,2025-09-17,SEO Content,537.64,53799,2985,365,53,42,112890.16
CAMP-02934,Partner Referrals Campaign 2025-09-17,2025-09-17,Partner Referrals,2938.16,83852,4628,519,159,128,158366.21
CAMP-02935,LinkedIn Ads Campaign 2025-09-17,2025-09-17,LinkedIn Ads,1936.67,33890,1965,352,116,114,361315.28
CAMP-02936,LinkedIn Ads Campaign 2025-09-18,2025-09-18,LinkedIn Ads,1821.16,5192,361,20,2,1,2970.09
CAMP-02937,SEO Content Campaign 2025-09-18,2025-09-18,SEO Content,1243.37,5649,254,25,7,6,26145.86
CAMP-02938,Partner Referrals Campaign 2025-09-18,2025-09-18,Partner Referrals,3082.77,34483,853,67,16,13,23266.31
CAMP-02939,Email Campaigns Campaign 2025-09-18,2025-09-18,Email Campaigns,1092.0,73895,3520,244,42,41,155517.58
CAMP-02940,LinkedIn Ads Campaign 2025-09-19,2025-09-19,LinkedIn Ads,3141.24,59736,4677,590,155,127,263269.67
CAMP-02941,Google Ads Campaign 2025-09-19,2025-09-19,Google Ads,829.42,59576,2761,224,77,61,62964.27
CAMP-02942,LinkedIn Ads Campaign 2025-09-20,2025-09-20,LinkedIn Ads,3163.88,80950,6081,314,101,70,249180.47
CAMP-02943,Events & Webinars Campaign 2025-09-20,2025-09-20,Events & Webinars,496.84,94607,4745,819,204,161,136373.16
CAMP-02944,Email Campaigns Campaign 2025-09-20,2025-09-20,Email Campaigns,2376.22,20882,673,71,12,7,10223.56
CAMP-02945,Google Ads Campaign 2025-09-20,2025-09-20,Google Ads,1606.6,73175,4328,653,235,182,784127.94
CAMP-02946,Email Campaigns Campaign 2025-09-21,2025-09-21,Email Campaigns,550.57,66994,1805,188,46,35,69119.62
CAMP-02947,LinkedIn Ads Campaign 2025-09-21,2025-09-21,LinkedIn Ads,3171.97,63561,1963,190,67,60,146543.46
CAMP-02948,Partner Referrals Campaign 2025-09-21,2025-09-21,Partner Referrals,1879.83,48961,3153,599,224,184,307177.24
CAMP-02949,Google Ads Campaign 2025-09-21,2025-09-21,Google Ads,1885.6,99281,6569,1070,341,289,544405.82
CAMP-02950,Partner Referrals Campaign 2025-09-22,2025-09-22,Partner Referrals,1149.09,30880,2351,452,83,69,136966.67
CAMP-02951,Google Ads Campaign 2025-09-22,2025-09-22,Google Ads,1754.94,54180,1685,226,48,35,78913.43
CAMP-02952,LinkedIn Ads Campaign 2025-09-22,2025-09-22,LinkedIn Ads,2057.61,92576,5639,970,362,236,779256.98
CAMP-02953,Google Ads Campaign 2025-09-23,2025-09-23,Google Ads,915.91,32065,2255,333,122,89,388345.44
CAMP-02954,LinkedIn Ads Campaign 2025-09-23,2025-09-23,LinkedIn Ads,1163.93,73231,3889,553,216,189,598886.01
CAMP-02955,Partner Referrals Campaign 2025-09-23,2025-09-23,Partner Referrals,3027.06,60735,1836,181,21,19,29048.58
CAMP-02956,Partner Referrals Campaign 2025-09-24,2025-09-24,Partner Referrals,2935.55,54664,3207,590,220,182,559051.5
CAMP-02957,LinkedIn Ads Campaign 2025-09-24,2025-09-24,LinkedIn Ads,1967.59,6049,375,46,11,9,9624.15
CAMP-02958,Events & Webinars Campaign 2025-09-25,2025-09-25,Events & Webinars,2985.14,77102,2955,380,96,83,116682.58
CAMP-02959,Email Campaigns Campaign 2025-09-25,2025-09-25,Email Campaigns,2525.12,51737,3595,669,118,101,157626.16
CAMP-02960,Partner Referrals Campaign 2025-09-25,2025-09-25,Partner Referrals,895.34,93257,2294,207,74,71,273539.17
CAMP-02961,SEO Content Campaign 2025-09-25,2025-09-25,SEO Content,1406.81,41956,3000,377,90,57,57501.38
CAMP-02962,Email Campaigns Campaign 2025-09-26,2025-09-26,Email Campaigns,1703.71,36740,1428,101,29,18,26183.78
CAMP-02963,SEO Content Campaign 2025-09-26,2025-09-26,SEO Content,1926.56,22054,721,40,12,11,39176.37
CAMP-02964,Partner Referrals Campaign 2025-09-26,2025-09-26,Partner Referrals,3432.1,77558,5648,742,246,188,522325.09
CAMP-02965,Partner Referrals Campaign 2025-09-27,2025-09-27,Partner Referrals,2111.18,83527,1743,159,55,44,178606.09
CAMP-02966,LinkedIn Ads Campaign 2025-09-27,2025-09-27,LinkedIn Ads,2118.86,90135,4318,710,170,157,529332.48
CAMP-02967,SEO Content Campaign 2025-09-27,2025-09-27,SEO Content,2798.95,16432,1083,127,43,26,74258.95
CAMP-02968,Email Campaigns Campaign 2025-09-28,2025-09-28,Email Campaigns,309.28,23320,1310,237,53,42,149587.23
CAMP-02969,LinkedIn Ads Campaign 2025-09-28,2025-09-28,LinkedIn Ads,1068.47,86941,4035,569,207,136,316771.27
CAMP-02970,Events & Webinars Campaign 2025-09-28,2025-09-28,Events & Webinars,2015.19,11461,681,77,25,19,22063.38
CAMP-02971,Google Ads Campaign 2025-09-29,2025-09-29,Google Ads,2649.88,49987,2056,276,106,97,362920.5
CAMP-02972,Partner Referrals Campaign 2025-09-29,2025-09-29,Partner Referrals,1886.33,19847,676,64,14,9,30283.03
CAMP-02973,Events & Webinars Campaign 2025-09-30,2025-09-30,Events & Webinars,770.56,68074,1445,162,36,31,76817.37
CAMP-02974,Google Ads Campaign 2025-09-30,2025-09-30,Google Ads,3404.94,37012,1232,238,92,57,230114.38
CAMP-02975,Partner Referrals Campaign 2025-09-30,2025-09-30,Partner Referrals,754.24,18745,931,173,41,26,114254.63
CAMP-02976,Google Ads Campaign 2025-10-01,2025-10-01,Google Ads,1807.11,52840,2499,252,77,70,167841.01
CAMP-02977,Partner Referrals Campaign 2025-10-01,2025-10-01,Partner Referrals,1709.46,44111,2946,442,169,158,387253.86
CAMP-02978,LinkedIn Ads Campaign 2025-10-02,2025-10-02,LinkedIn Ads,1841.0,25623,1984,244,41,34,106791.97
CAMP-02979,Google Ads Campaign 2025-10-02,2025-10-02,Google Ads,376.73,27132,2065,387,98,75,265197.81
CAMP-02980,Events & Webinars Campaign 2025-10-03,2025-10-03,Events & Webinars,2069.39,5646,264,36,11,9,38155.45
CAMP-02981,Email Campaigns Campaign 2025-10-03,2025-10-03,Email Campaigns,1995.44,47257,3060,232,31,27,42146.22
CAMP-02982,Partner Referrals Campaign 2025-10-03,2025-10-03,Partner Referrals,3091.97,61763,3836,292,45,30,53151.0
CAMP-02983,Google Ads Campaign 2025-10-03,2025-10-03,Google Ads,3126.78,21066,1332,156,17,16,47298.16
CAMP-02984,Events & Webinars Campaign 2025-10-04,2025-10-04,Events & Webinars,2817.85,74963,2330,337,86,78,279892.25
CAMP-02985,Google Ads Campaign 2025-10-04,2025-10-04,Google Ads,929.11,64472,2944,209,26,25,44655.43
CAMP-02986,Events & Webinars Campaign 2025-10-05,2025-10-05,Events & Webinars,1778.15,89549,4403,389,89,87,270658.08
CAMP-02987,Partner Referrals Campaign 2025-10-05,2025-10-05,Partner Referrals,2288.58,91109,4124,574,169,108,182974.7
CAMP-02988,Email Campaigns Campaign 2025-10-05,2025-10-05,Email Campaigns,1796.91,6036,197,26,8,6,20781.36
CAMP-02989,Google Ads Campaign 2025-10-06,2025-10-06,Google Ads,1045.77,90196,2686,517,184,111,444172.73
CAMP-02990,SEO Content Campaign 2025-10-06,2025-10-06,SEO Content,678.56,52363,2328,180,59,45,159770.76
CAMP-02991,Partner Referrals Campaign 2025-10-06,2025-10-06,Partner Referrals,3001.87,65911,4153,480,77,63,81117.32
CAMP-02992,LinkedIn Ads Campaign 2025-10-07,2025-10-07,LinkedIn Ads,2410.28,45408,3233,576,215,197,187829.79
CAMP-02993,Email Campaigns Campaign 2025-10-07,2025-10-07,Email Campaigns,2364.71,84337,5285,773,301,294,1113286.18
CAMP-02994,SEO Content Campaign 2025-10-07,2025-10-07,SEO Content,1974.86,89060,1943,148,25,22,69356.05
CAMP-02995,Events & Webinars Campaign 2025-10-08,2025-10-08,Events & Webinars,1304.94,78827,4142,391,43,27,41303.24
CAMP-02996,SEO Content Campaign 2025-10-08,2025-10-08,SEO Content,3349.18,74802,4258,380,76,75,143749.51
CAMP-02997,Partner Referrals Campaign 2025-10-08,2025-10-08,Partner Referrals,2598.67,99667,4594,834,295,265,214856.48
CAMP-02998,Email Campaigns Campaign 2025-10-08,2025-10-08,Email Campaigns,3356.73,74279,3927,672,149,126,203979.2
CAMP-02999,LinkedIn Ads Campaign 2025-10-09,2025-10-09,LinkedIn Ads,3138.81,88048,5857,515,75,62,205770.89
CAMP-03000,Email Campaigns Campaign 2025-10-09,2025-10-09,Email Campaigns,2217.32,6082,317,47,7,4,11559.62
CAMP-03001,Google Ads Campaign 2025-10-09,2025-10-09,Google Ads,1032.59,40867,3086,470,108,78,258267.58
CAMP-03002,Email Campaigns Campaign 2025-10-10,2025-10-10,Email Campaigns,2303.87,58533,4253,617,121,96,331494.53
CAMP-03003,LinkedIn Ads Campaign 2025-10-10,2025-10-10,LinkedIn Ads,492.91,16347,603,76,10,7,10887.73
CAMP-03004,Events & Webinars Campaign 2025-10-10,2025-10-10,Events & Webinars,428.78,57290,4533,581,194,145,501096.66
CAMP-03005,Partner Referrals Campaign 2025-10-10,2025-10-10,Partner Referrals,2236.64,78890,1859,294,102,82,361277.52
CAMP-03006,LinkedIn Ads Campaign 2025-10-11,2025-10-11,LinkedIn Ads,2539.31,32313,948,121,41,38,82249.36
CAMP-03007,Google Ads Campaign 2025-10-11,2025-10-11,Google Ads,1597.5,83237,4306,317,112,89,251492.53
CAMP-03008,SEO Content Campaign 2025-10-11,2025-10-11,SEO Content,1375.23,60647,4012,679,168,109,184951.78
CAMP-03009,SEO Content Campaign 2025-10-12,2025-10-12,SEO Content,3306.46,44382,2674,495,111,77,323909.91
CAMP-03010,Google Ads Campaign 2025-10-12,2025-10-12,Google Ads,3307.56,36356,2891,468,96,83,185331.96
