operation_id,order_id,processing_time,fulfillment_time,delivery_time,inventory_level,inventory_turnover,sla_target,sla_actual,sla_status
OPS-003435,ORD-003435,2.3,3.9,4.5,1871,8.54,5.0,4.8,Met
OPS-003794,ORD-003794,2.1,6.6,4.9,946,10.65,5.0,5.3,Breached
OPS-003334,ORD-003334,3.1,6.9,2.0,998,13.43,5.0,2.4,Met
OPS-006218,ORD-006218,3.4,8.0,3.8,147,12.14,5.0,4.3,Met
OPS-003487,ORD-003487,3.5,3.2,5.8,1864,10.01,5.0,6.1,Breached
OPS-007996,ORD-007996,2.7,2.3,3.3,126,7.91,5.0,3.5,Met
OPS-000857,ORD-000857,3.4,2.5,1.6,1578,8.24,5.0,1.8,Met
OPS-006209,ORD-006209,1.6,5.6,6.3,1385,13.97,5.0,6.6,Breached
OPS-011847,ORD-011847,1.7,7.8,7.0,410,11.0,5.0,7.4,Breached
OPS-002860,ORD-002860,1.1,6.2,4.4,953,12.25,5.0,4.7,Met
OPS-002657,ORD-002657,3.1,7.8,1.2,1201,8.38,5.0,1.7,Met
OPS-007380,ORD-007380,3.7,7.3,5.3,772,12.28,5.0,5.8,Breached
OPS-005232,ORD-005232,1.8,6.8,2.3,526,5.46,5.0,2.7,Met
OPS-003130,ORD-003130,2.5,7.9,5.7,453,8.05,5.0,6.1,Breached
OPS-000195,ORD-000195,1.8,5.0,6.4,1192,5.36,5.0,6.7,Breached
OPS-009539,ORD-009539,1.5,7.3,5.4,722,11.58,5.0,5.8,Breached
OPS-007881,ORD-007881,2.8,7.0,1.9,298,12.43,5.0,2.3,Met
OPS-002889,ORD-002889,1.6,2.3,3.1,331,8.26,5.0,3.3,Met
OPS-006385,ORD-006385,1.5,8.0,4.9,839,11.58,5.0,5.3,Breached
OPS-008171,ORD-008171,3.9,5.2,6.5,470,4.8,5.0,6.9,Breached
OPS-001923,ORD-001923,2.1,2.1,2.8,1952,6.72,5.0,3.0,Met
OPS-004498,ORD-004498,3.6,5.5,3.1,1514,6.58,5.0,3.5,Met
OPS-003233,ORD-003233,2.7,4.8,4.5,532,5.16,5.0,4.8,Met
OPS-002859,ORD-002859,1.0,7.3,5.5,1472,6.66,5.0,5.8,Breached
OPS-004145,ORD-004145,2.3,1.0,3.9,532,12.07,5.0,4.0,Met
OPS-001626,ORD-001626,3.3,6.8,2.8,1551,6.4,5.0,3.2,Met
OPS-001024,ORD-001024,3.2,6.5,4.4,1909,13.77,5.0,4.8,Met
OPS-005261,ORD-005261,2.7,6.3,1.1,1175,4.07,5.0,1.5,Met
OPS-005383,ORD-005383,1.2,7.8,1.5,242,10.59,5.0,1.9,Met
OPS-007588,ORD-007588,1.3,5.7,3.1,1514,7.59,5.0,3.4,Met
OPS-002085,ORD-002085,1.0,1.8,2.4,338,13.3,5.0,2.5,Met
OPS-008144,ORD-008144,2.8,6.7,2.4,493,6.48,5.0,2.8,Met
OPS-008693,ORD-008693,2.4,3.9,1.6,1738,7.03,5.0,1.9,Met
OPS-000163,ORD-000163,2.8,4.9,4.9,253,8.38,5.0,5.2,Breached
OPS-000164,ORD-000164,3.0,8.0,2.0,947,12.1,5.0,2.5,Met
OPS-012413,ORD-012413,3.3,3.2,4.4,1718,6.74,5.0,4.7,Met
OPS-005485,ORD-005485,2.3,3.0,2.5,437,6.42,5.0,2.7,Met
OPS-009455,ORD-009455,1.4,1.5,6.5,1693,11.94,5.0,6.6,Breached
OPS-008973,ORD-008973,3.8,1.9,5.4,1771,11.61,5.0,5.6,Breached
OPS-009813,ORD-009813,2.5,4.4,2.1,1945,13.86,5.0,2.4,Met
OPS-007480,ORD-007480,2.8,3.1,6.4,1713,12.55,5.0,6.6,Breached
OPS-005200,ORD-005200,0.6,6.7,6.9,1118,4.22,5.0,7.2,Breached
OPS-012483,ORD-012483,2.3,4.2,2.0,1711,9.55,5.0,2.3,Met
OPS-004453,ORD-004453,0.9,4.8,2.9,624,5.63,5.0,3.1,Met
OPS-004184,ORD-004184,1.7,6.6,2.3,565,13.85,5.0,2.6,Met
OPS-008179,ORD-008179,2.7,2.3,1.1,1546,7.43,5.0,1.3,Met
OPS-007671,ORD-007671,1.6,1.4,3.7,791,5.8,5.0,3.8,Met
OPS-009862,ORD-009862,0.5,4.0,1.1,1147,7.64,5.0,1.3,Met
OPS-007796,ORD-007796,0.9,1.4,5.8,330,10.42,5.0,5.9,Breached
OPS-011813,ORD-011813,1.6,2.9,3.7,1398,12.25,5.0,3.9,Met
OPS-003787,ORD-003787,2.0,8.0,6.4,961,10.49,5.0,6.8,Breached
OPS-001272,ORD-001272,2.3,7.8,1.0,1740,11.98,5.0,1.4,Met
OPS-006531,ORD-006531,3.8,3.7,2.2,1417,12.62,5.0,2.5,Met
OPS-011256,ORD-011256,1.3,6.1,5.6,1968,5.99,5.0,5.9,Breached
OPS-002026,ORD-002026,3.4,1.5,1.7,442,13.27,5.0,1.9,Met
OPS-005974,ORD-005974,1.6,4.8,1.8,1547,5.56,5.0,2.1,Met
OPS-001264,ORD-001264,2.6,3.0,3.0,775,13.46,5.0,3.2,Met
OPS-012198,ORD-012198,3.9,3.2,3.4,1402,13.95,5.0,3.7,Met
OPS-002445,ORD-002445,3.9,6.0,5.8,1121,8.0,5.0,6.2,Breached
OPS-002898,ORD-002898,3.9,5.9,2.0,1614,7.72,5.0,2.4,Met
OPS-010364,ORD-010364,0.8,4.6,6.3,1189,8.28,5.0,6.5,Breached
OPS-012003,ORD-012003,2.9,5.8,4.2,125,10.82,5.0,4.6,Met
OPS-003218,ORD-003218,1.4,3.1,3.8,152,10.12,5.0,4.0,Met
OPS-006507,ORD-006507,1.7,4.9,4.9,1924,13.54,5.0,5.2,Breached
OPS-011572,ORD-011572,1.2,4.8,5.2,1145,13.06,5.0,5.5,Breached
OPS-002057,ORD-002057,1.1,1.3,1.6,229,5.47,5.0,1.7,Met
OPS-002430,ORD-002430,1.7,4.1,6.4,308,10.05,5.0,6.6,Breached
OPS-010697,ORD-010697,1.7,4.3,4.3,883,12.02,5.0,4.5,Met
OPS-006357,ORD-006357,3.4,1.0,6.9,126,10.33,5.0,7.1,Breached
OPS-007299,ORD-007299,2.2,4.0,6.2,175,6.36,5.0,6.5,Breached
OPS-001567,ORD-001567,1.0,4.9,4.4,1984,4.03,5.0,4.6,Met
OPS-008894,ORD-008894,1.1,5.8,2.3,262,8.56,5.0,2.6,Met
OPS-012082,ORD-012082,3.7,1.4,6.1,1544,11.85,5.0,6.3,Breached
OPS-008666,ORD-008666,1.2,6.8,3.7,238,7.87,5.0,4.0,Met
OPS-000143,ORD-000143,3.4,5.1,6.1,1163,7.39,5.0,6.5,Breached
OPS-010479,ORD-010479,1.0,5.4,3.3,142,6.99,5.0,3.6,Met
OPS-005118,ORD-005118,2.3,1.4,3.1,1718,10.3,5.0,3.3,Met
OPS-004522,ORD-004522,0.8,1.2,5.0,1247,7.62,5.0,5.1,Breached
OPS-003050,ORD-003050,3.8,7.8,6.8,1658,8.07,5.0,7.3,Breached
OPS-008012,ORD-008012,2.7,7.7,5.0,1373,10.38,5.0,5.4,Breached
OPS-007001,ORD-007001,0.8,5.6,5.6,1608,12.39,5.0,5.9,Breached
OPS-000335,ORD-000335,1.9,7.1,5.9,603,8.89,5.0,6.3,Breached
OPS-006257,ORD-006257,1.1,5.4,6.8,1452,12.12,5.0,7.1,Breached
OPS-005285,ORD-005285,2.8,4.3,1.3,649,4.18,5.0,1.6,Met
OPS-003036,ORD-003036,0.5,4.6,6.8,952,7.45,5.0,7.0,Breached
OPS-001345,ORD-001345,3.7,2.5,7.0,794,8.34,5.0,7.3,Breached
OPS-005203,ORD-005203,2.1,6.0,5.1,1537,6.84,5.0,5.4,Breached
OPS-010713,ORD-010713,0.8,2.2,6.5,296,10.81,5.0,6.6,Breached
OPS-007186,ORD-007186,1.4,1.3,3.2,948,12.16,5.0,3.3,Met
OPS-000679,ORD-000679,3.8,6.7,1.8,1338,10.85,5.0,2.2,Met
OPS-009384,ORD-009384,1.5,4.9,3.8,1097,9.58,5.0,4.1,Met
OPS-011158,ORD-011158,1.0,3.5,5.9,232,6.94,5.0,6.1,Breached
OPS-003891,ORD-003891,1.5,5.2,6.7,1860,8.81,5.0,7.0,Breached
OPS-003750,ORD-003750,1.0,2.9,4.8,1845,11.62,5.0,5.0,Met
OPS-006790,ORD-006790,2.3,1.4,1.7,1717,6.06,5.0,1.9,Met
OPS-000603,ORD-000603,2.1,3.6,1.7,453,5.02,5.0,1.9,Met
OPS-010119,ORD-010119,3.3,2.3,6.7,605,9.17,5.0,6.9,Breached
OPS-002688,ORD-002688,1.7,6.6,2.2,697,11.05,5.0,2.5,Met
OPS-005539,ORD-005539,2.0,7.8,2.4,1592,6.11,5.0,2.8,Met
OPS-011701,ORD-011701,3.9,5.0,3.3,641,10.16,5.0,3.7,Met
OPS-010122,ORD-010122,1.4,3.1,6.8,1166,12.59,5.0,7.0,Breached
OPS-002838,ORD-002838,1.7,1.6,4.7,1700,7.67,5.0,4.8,Met
OPS-000427,ORD-000427,3.4,7.2,4.4,694,5.8,5.0,4.8,Met
OPS-008232,ORD-008232,3.7,1.6,6.1,1572,4.87,5.0,6.3,Breached
OPS-001260,ORD-001260,2.8,6.4,4.2,1415,11.48,5.0,4.6,Met
OPS-011598,ORD-011598,2.9,2.8,4.4,137,4.45,5.0,4.6,Met
OPS-004966,ORD-004966,1.6,1.3,5.9,1350,6.07,5.0,6.0,Breached
OPS-001912,ORD-001912,1.8,4.0,2.8,303,7.78,5.0,3.0,Met
OPS-009551,ORD-009551,0.9,2.9,5.1,936,4.91,5.0,5.3,Breached
OPS-012284,ORD-012284,1.8,4.2,3.1,1239,4.26,5.0,3.4,Met
OPS-006198,ORD-006198,1.7,1.6,4.2,461,4.79,5.0,4.3,Met
OPS-008508,ORD-008508,2.3,1.5,2.5,1748,4.46,5.0,2.7,Met
OPS-011343,ORD-011343,3.4,6.6,3.8,763,13.04,5.0,4.2,Met
OPS-009586,ORD-009586,1.1,3.3,4.9,1085,8.1,5.0,5.1,Breached
OPS-009741,ORD-009741,1.7,3.7,2.8,1944,8.34,5.0,3.0,Met
OPS-000577,ORD-000577,1.2,7.1,1.5,2000,6.56,5.0,1.8,Met
OPS-007388,ORD-007388,0.6,2.8,3.5,1387,4.03,5.0,3.6,Met
OPS-006902,ORD-006902,3.0,3.2,5.3,297,13.78,5.0,5.6,Breached
OPS-000840,ORD-000840,0.6,3.4,5.0,1541,5.45,5.0,5.2,Breached
OPS-004215,ORD-004215,2.9,4.1,2.8,893,6.0,5.0,3.1,Met
OPS-001400,ORD-001400,1.1,7.4,5.5,1963,7.72,5.0,5.9,Breached
OPS-001419,ORD-001419,0.6,7.9,5.2,965,11.02,5.0,5.6,Breached
OPS-009722,ORD-009722,3.5,4.3,1.9,1196,7.54,5.0,2.2,Met
OPS-009750,ORD-009750,1.2,4.8,1.2,1788,8.06,5.0,1.4,Met
OPS-010317,ORD-010317,3.9,2.5,1.7,1788,9.02,5.0,2.0,Met
OPS-010709,ORD-010709,2.5,6.6,6.0,1786,4.09,5.0,6.4,Breached
OPS-011744,ORD-011744,2.9,6.1,1.2,580,11.43,5.0,1.6,Met
OPS-003527,ORD-003527,2.5,4.4,5.3,1641,8.55,5.0,5.6,Breached
OPS-011149,ORD-011149,3.0,2.2,3.8,1635,12.94,5.0,4.0,Met
OPS-007381,ORD-007381,1.0,1.2,5.6,1840,11.24,5.0,5.7,Breached
OPS-004343,ORD-004343,0.6,6.7,3.7,1168,6.72,5.0,4.0,Met
OPS-002660,ORD-002660,1.5,2.5,1.9,1631,8.61,5.0,2.1,Met
OPS-006523,ORD-006523,3.1,2.5,7.0,1582,9.26,5.0,7.2,Breached
OPS-000329,ORD-000329,0.9,7.0,2.9,334,6.27,5.0,3.2,Met
OPS-005478,ORD-005478,1.8,5.0,6.5,467,9.36,5.0,6.8,Breached
OPS-005145,ORD-005145,3.4,7.0,1.3,152,11.83,5.0,1.7,Met
OPS-006698,ORD-006698,1.4,6.2,1.3,1687,12.92,5.0,1.6,Met
OPS-002767,ORD-002767,2.3,5.6,5.0,1153,10.26,5.0,5.3,Breached
OPS-005181,ORD-005181,1.3,4.5,2.0,1205,11.9,5.0,2.2,Met
OPS-006570,ORD-006570,2.1,3.5,6.8,1350,7.58,5.0,7.0,Breached
OPS-006854,ORD-006854,3.3,5.2,1.5,110,11.75,5.0,1.9,Met
OPS-010223,ORD-010223,2.8,2.2,1.1,1616,4.38,5.0,1.3,Met
OPS-007719,ORD-007719,2.2,4.4,4.8,1022,9.77,5.0,5.1,Breached
OPS-009528,ORD-009528,3.5,4.7,4.7,297,8.13,5.0,5.0,Met
OPS-002094,ORD-002094,3.6,6.3,5.7,1928,4.23,5.0,6.1,Breached
OPS-003087,ORD-003087,3.0,7.1,6.8,941,5.28,5.0,7.2,Breached
OPS-003464,ORD-003464,4.0,5.3,5.1,296,12.52,5.0,5.5,Breached
OPS-000135,ORD-000135,2.1,5.3,2.0,1266,9.46,5.0,2.3,Met
OPS-011473,ORD-011473,1.0,3.2,6.2,1454,6.76,5.0,6.4,Breached
OPS-005376,ORD-005376,1.5,5.2,6.7,974,7.06,5.0,7.0,Breached
OPS-002002,ORD-002002,3.3,4.3,3.5,1134,8.79,5.0,3.8,Met
OPS-001117,ORD-001117,3.9,7.9,2.6,570,4.47,5.0,3.1,Met
OPS-007968,ORD-007968,2.6,2.7,4.1,1902,10.61,5.0,4.3,Met
OPS-001795,ORD-001795,0.9,4.7,3.3,1105,11.78,5.0,3.5,Met
OPS-001548,ORD-001548,0.8,1.5,6.0,1776,13.16,5.0,6.1,Breached
OPS-012497,ORD-012497,2.6,2.9,1.2,418,9.29,5.0,1.4,Met
OPS-004918,ORD-004918,1.8,5.2,2.0,1215,12.14,5.0,2.3,Met
OPS-003922,ORD-003922,1.2,5.1,2.6,1604,11.1,5.0,2.9,Met
OPS-010199,ORD-010199,2.4,6.9,1.8,184,10.77,5.0,2.2,Met
OPS-005418,ORD-005418,2.4,1.1,2.8,557,4.94,5.0,2.9,Met
OPS-009513,ORD-009513,1.0,2.3,5.9,1814,12.38,5.0,6.0,Breached
OPS-007418,ORD-007418,2.2,1.2,4.1,1420,9.75,5.0,4.2,Met
OPS-010179,ORD-010179,3.3,6.3,3.9,522,6.63,5.0,4.3,Met
OPS-001618,ORD-001618,2.7,2.4,4.3,1208,5.9,5.0,4.5,Met
OPS-009426,ORD-009426,0.5,6.9,2.8,1637,10.21,5.0,3.1,Met
OPS-009084,ORD-009084,1.5,1.4,3.7,570,4.63,5.0,3.8,Met
OPS-002798,ORD-002798,1.0,3.0,2.7,1873,4.37,5.0,2.9,Met
OPS-011806,ORD-011806,1.8,1.1,3.6,339,5.78,5.0,3.7,Met
OPS-009193,ORD-009193,1.5,7.0,6.0,1829,12.63,5.0,6.4,Breached
OPS-002557,ORD-002557,2.1,1.8,6.8,558,10.26,5.0,7.0,Breached
OPS-010390,ORD-010390,3.2,7.1,2.0,1586,13.37,5.0,2.4,Met
OPS-011436,ORD-011436,1.9,4.7,1.8,1432,10.33,5.0,2.1,Met
OPS-000364,ORD-000364,3.4,7.5,4.9,523,9.48,5.0,5.4,Breached
OPS-003150,ORD-003150,0.5,7.7,3.9,1032,8.64,5.0,4.2,Met
OPS-006292,ORD-006292,2.4,5.0,6.5,1479,12.27,5.0,6.8,Breached
OPS-010739,ORD-010739,1.5,4.1,6.3,987,7.62,5.0,6.5,Breached
OPS-009363,ORD-009363,2.6,6.6,2.0,1368,10.31,5.0,2.4,Met
OPS-003537,ORD-003537,4.0,4.3,1.5,247,11.04,5.0,1.8,Met
OPS-000956,ORD-000956,2.1,5.7,5.2,478,8.09,5.0,5.5,Breached
OPS-003627,ORD-003627,2.1,7.4,2.8,1429,10.98,5.0,3.2,Met
OPS-005522,ORD-005522,3.7,7.9,6.1,303,10.72,5.0,6.6,Breached
OPS-004191,ORD-004191,2.0,1.0,3.4,370,7.11,5.0,3.5,Met
OPS-007765,ORD-007765,0.5,2.6,1.6,489,10.05,5.0,1.7,Met
OPS-009966,ORD-009966,2.5,2.9,4.7,1503,8.9,5.0,4.9,Met
OPS-002569,ORD-002569,3.6,4.8,3.4,1785,10.38,5.0,3.8,Met
OPS-007922,ORD-007922,2.1,7.8,4.2,1377,5.95,5.0,4.6,Met
OPS-000735,ORD-000735,2.1,5.4,6.6,746,11.9,5.0,6.9,Breached
OPS-003447,ORD-003447,2.9,6.5,2.0,1133,7.96,5.0,2.4,Met
OPS-008542,ORD-008542,3.0,5.6,2.9,1464,8.22,5.0,3.3,Met
OPS-000488,ORD-000488,3.6,4.1,2.2,1360,9.13,5.0,2.5,Met
OPS-009771,ORD-009771,3.6,6.4,5.7,1541,8.49,5.0,6.1,Breached
OPS-005536,ORD-005536,2.8,1.3,4.8,286,9.8,5.0,5.0,Met
OPS-003147,ORD-003147,3.5,7.9,5.6,450,5.95,5.0,6.1,Breached
OPS-002870,ORD-002870,2.8,5.5,2.9,1763,12.72,5.0,3.2,Met
OPS-011229,ORD-011229,3.6,4.7,6.5,1356,12.51,5.0,6.8,Breached
OPS-009410,ORD-009410,1.2,7.6,4.2,1231,7.5,5.0,4.6,Met
OPS-006575,ORD-006575,2.6,6.0,4.7,454,6.1,5.0,5.1,Breached
OPS-008189,ORD-008189,3.5,5.4,3.0,316,4.96,5.0,3.4,Met
OPS-000746,ORD-000746,0.8,4.0,3.2,247,12.36,5.0,3.4,Met
OPS-009446,ORD-009446,0.6,3.5,6.4,411,7.12,5.0,6.6,Breached
OPS-001106,ORD-001106,1.6,1.9,6.4,432,11.77,5.0,6.5,Breached
OPS-003076,ORD-003076,1.7,5.9,2.9,1778,7.03,5.0,3.2,Met
OPS-007280,ORD-007280,0.6,7.9,6.0,175,10.91,5.0,6.4,Breached
OPS-007159,ORD-007159,2.6,6.3,4.6,1744,7.82,5.0,5.0,Met
OPS-007613,ORD-007613,1.0,6.2,6.6,457,8.9,5.0,6.9,Breached
OPS-012125,ORD-012125,3.3,2.4,4.7,1905,13.84,5.0,4.9,Met
OPS-011297,ORD-011297,1.7,5.2,2.5,1968,13.21,5.0,2.8,Met
OPS-000862,ORD-000862,2.1,3.8,6.5,583,4.93,5.0,6.7,Breached
OPS-003154,ORD-003154,2.5,1.8,1.2,1370,6.59,5.0,1.4,Met
OPS-003156,ORD-003156,3.3,3.9,1.4,835,11.94,5.0,1.7,Met
OPS-000781,ORD-000781,2.0,7.1,1.8,1914,6.99,5.0,2.2,Met
OPS-002893,ORD-002893,1.0,1.2,1.3,449,13.32,5.0,1.4,Met
OPS-002148,ORD-002148,3.0,1.2,1.8,651,7.2,5.0,2.0,Met
OPS-007585,ORD-007585,2.2,4.4,6.5,598,11.74,5.0,6.8,Breached
OPS-002916,ORD-002916,1.1,6.4,1.5,1976,7.83,5.0,1.8,Met
OPS-008444,ORD-008444,2.4,4.8,6.5,301,7.61,5.0,6.8,Breached
OPS-000096,ORD-000096,3.8,6.8,1.8,1344,6.13,5.0,2.2,Met
OPS-004704,ORD-004704,1.4,3.0,2.5,733,13.89,5.0,2.7,Met
OPS-003532,ORD-003532,3.8,3.6,1.0,161,10.63,5.0,1.3,Met
OPS-006750,ORD-006750,1.8,7.2,5.3,1608,9.33,5.0,5.7,Breached
OPS-008882,ORD-008882,3.2,6.3,5.6,1623,4.2,5.0,6.0,Breached
OPS-011304,ORD-011304,3.3,6.4,6.8,1393,9.93,5.0,7.2,Breached
OPS-000606,ORD-000606,2.5,5.8,3.6,1534,8.83,5.0,3.9,Met
OPS-008888,ORD-008888,0.6,2.4,3.8,1163,9.23,5.0,3.9,Met
OPS-006994,ORD-006994,3.4,4.3,1.7,484,7.4,5.0,2.0,Met
OPS-009864,ORD-009864,0.7,2.0,5.9,1911,12.5,5.0,6.0,Breached
OPS-005721,ORD-005721,3.0,2.9,5.6,1994,12.69,5.0,5.8,Breached
OPS-006556,ORD-006556,1.9,6.0,4.5,1856,5.94,5.0,4.8,Met
OPS-007435,ORD-007435,2.9,1.5,4.8,1669,9.74,5.0,5.0,Met
OPS-002549,ORD-002549,0.9,6.2,1.2,127,5.77,5.0,1.5,Met
OPS-001385,ORD-001385,2.7,3.5,6.5,925,11.05,5.0,6.8,Breached
OPS-008379,ORD-008379,1.9,3.7,5.8,1296,11.37,5.0,6.0,Breached
OPS-009097,ORD-009097,1.2,3.2,4.9,835,13.33,5.0,5.1,Breached
OPS-008227,ORD-008227,2.0,3.2,4.8,1755,9.31,5.0,5.0,Met
OPS-003011,ORD-003011,2.5,2.1,4.4,530,11.64,5.0,4.6,Met
OPS-010517,ORD-010517,2.0,5.0,1.2,1849,5.76,5.0,1.5,Met
OPS-003288,ORD-003288,3.8,3.1,2.1,1491,5.12,5.0,2.4,Met
OPS-004019,ORD-004019,0.8,2.8,4.0,1482,5.58,5.0,4.2,Met
OPS-005578,ORD-005578,1.3,7.8,3.9,469,8.2,5.0,4.3,Met
OPS-001396,ORD-001396,2.1,1.7,3.7,1706,9.51,5.0,3.9,Met
OPS-007780,ORD-007780,3.1,4.4,1.8,1048,8.88,5.0,2.1,Met
OPS-002586,ORD-002586,3.3,6.8,1.9,1538,6.24,5.0,2.3,Met
OPS-011698,ORD-011698,2.5,5.6,1.9,1591,6.2,5.0,2.2,Met
OPS-000927,ORD-000927,2.8,7.1,3.8,1498,13.9,5.0,4.2,Met
OPS-002341,ORD-002341,3.2,3.0,1.6,542,4.03,5.0,1.9,Met
OPS-001021,ORD-001021,1.8,6.0,3.6,1568,12.78,5.0,3.9,Met
OPS-007936,ORD-007936,2.2,5.0,6.8,1675,6.37,5.0,7.1,Breached
OPS-000607,ORD-000607,2.5,2.1,2.9,1483,12.75,5.0,3.1,Met
OPS-000662,ORD-000662,0.8,2.8,5.6,1210,7.47,5.0,5.8,Breached
OPS-000609,ORD-000609,1.7,2.3,6.2,940,7.07,5.0,6.4,Breached
OPS-004995,ORD-004995,3.8,2.8,1.2,100,10.92,5.0,1.5,Met
OPS-011015,ORD-011015,1.0,2.0,2.5,169,6.41,5.0,2.6,Met
OPS-002764,ORD-002764,3.8,3.1,5.7,1939,5.96,5.0,6.0,Breached
OPS-010923,ORD-010923,0.6,2.8,2.6,712,5.04,5.0,2.7,Met
OPS-000870,ORD-000870,1.7,3.2,5.6,842,11.67,5.0,5.8,Breached
OPS-003735,ORD-003735,0.7,5.4,2.2,1588,4.6,5.0,2.5,Met
OPS-005577,ORD-005577,3.5,7.4,1.8,220,12.81,5.0,2.3,Met
OPS-003978,ORD-003978,1.9,3.0,6.1,194,12.85,5.0,6.3,Breached
OPS-010213,ORD-010213,2.1,7.6,2.5,1335,12.7,5.0,2.9,Met
OPS-011098,ORD-011098,3.2,1.7,5.6,1332,10.82,5.0,5.8,Breached
OPS-007969,ORD-007969,3.2,5.1,5.7,734,10.17,5.0,6.0,Breached
OPS-001775,ORD-001775,1.9,6.2,2.4,1262,8.94,5.0,2.7,Met
OPS-011937,ORD-011937,3.6,2.7,1.0,475,9.86,5.0,1.3,Met
OPS-006449,ORD-006449,3.6,4.9,4.5,1363,4.74,5.0,4.9,Met
OPS-010124,ORD-010124,3.6,5.9,6.0,794,6.36,5.0,6.4,Breached
OPS-002988,ORD-002988,1.1,6.6,3.5,1761,5.14,5.0,3.8,Met
OPS-004592,ORD-004592,2.8,6.3,5.7,965,12.24,5.0,6.1,Breached
OPS-000006,ORD-000006,0.7,2.7,1.3,1283,9.53,5.0,1.4,Met
OPS-005834,ORD-005834,2.8,2.5,4.3,1087,13.99,5.0,4.5,Met
OPS-008575,ORD-008575,1.0,2.6,4.6,1481,4.5,5.0,4.8,Met
OPS-007800,ORD-007800,2.4,4.7,6.0,924,13.89,5.0,6.3,Breached
OPS-007867,ORD-007867,1.3,8.0,3.0,191,5.21,5.0,3.4,Met
OPS-004850,ORD-004850,2.7,4.9,2.8,600,5.25,5.0,3.1,Met
OPS-001245,ORD-001245,0.6,7.6,2.7,1824,8.29,5.0,3.0,Met
OPS-012098,ORD-012098,2.8,5.1,2.5,100,6.41,5.0,2.8,Met
OPS-006830,ORD-006830,3.4,1.6,3.5,1467,5.92,5.0,3.7,Met
OPS-007239,ORD-007239,1.1,5.7,6.9,1842,5.72,5.0,7.2,Breached
OPS-007270,ORD-007270,3.8,3.1,1.1,1526,5.02,5.0,1.4,Met
OPS-001634,ORD-001634,0.6,3.7,1.2,232,8.52,5.0,1.4,Met
OPS-009380,ORD-009380,2.2,4.5,3.7,382,8.52,5.0,4.0,Met
OPS-009333,ORD-009333,2.8,2.1,5.9,984,10.17,5.0,6.1,Breached
OPS-000447,ORD-000447,2.2,6.9,2.2,150,6.15,5.0,2.6,Met
OPS-005151,ORD-005151,2.4,7.1,1.7,114,7.51,5.0,2.1,Met
OPS-003091,ORD-003091,1.7,4.8,6.1,1854,4.24,5.0,6.4,Breached
OPS-004058,ORD-004058,3.2,3.1,1.8,978,10.06,5.0,2.1,Met
OPS-005473,ORD-005473,3.8,4.4,1.6,266,13.67,5.0,1.9,Met
OPS-008536,ORD-008536,2.3,1.4,4.7,1197,4.0,5.0,4.9,Met
OPS-012192,ORD-012192,3.5,4.0,1.3,1402,5.25,5.0,1.6,Met
OPS-011575,ORD-011575,3.7,5.1,2.5,845,6.48,5.0,2.9,Met
OPS-002258,ORD-002258,1.6,4.2,3.1,445,8.98,5.0,3.3,Met
OPS-012418,ORD-012418,3.2,3.3,2.8,1458,9.49,5.0,3.1,Met
OPS-004293,ORD-004293,3.7,1.8,3.7,646,9.52,5.0,3.9,Met
OPS-000032,ORD-000032,2.2,4.3,4.9,700,11.59,5.0,5.2,Breached
OPS-007846,ORD-007846,2.1,6.5,6.3,1278,6.05,5.0,6.7,Breached
OPS-002388,ORD-002388,1.2,6.5,3.9,1365,9.14,5.0,4.2,Met
OPS-003593,ORD-003593,2.4,4.1,6.7,213,12.71,5.0,7.0,Breached
OPS-011624,ORD-011624,2.3,4.4,5.3,1397,12.65,5.0,5.6,Breached
OPS-005171,ORD-005171,1.3,1.1,6.2,326,12.04,5.0,6.3,Breached
OPS-012350,ORD-012350,0.6,3.0,3.2,1855,13.27,5.0,3.4,Met
OPS-011243,ORD-011243,2.4,7.9,2.5,349,5.96,5.0,2.9,Met
OPS-009711,ORD-009711,3.7,3.8,4.5,931,9.25,5.0,4.8,Met
OPS-010091,ORD-010091,0.6,2.2,1.3,1799,6.41,5.0,1.4,Met
OPS-009867,ORD-009867,3.7,4.3,6.8,291,5.58,5.0,7.1,Breached
OPS-005946,ORD-005946,2.6,5.4,5.9,667,5.68,5.0,6.2,Breached
OPS-004263,ORD-004263,2.4,4.7,6.2,1542,11.97,5.0,6.5,Breached
OPS-010812,ORD-010812,1.0,3.8,1.7,588,11.58,5.0,1.9,Met
OPS-005512,ORD-005512,2.0,2.9,6.5,1656,8.42,5.0,6.7,Breached
OPS-009696,ORD-009696,2.4,2.6,2.7,851,9.03,5.0,2.9,Met
OPS-004332,ORD-004332,2.0,6.4,4.9,559,7.54,5.0,5.2,Breached
OPS-010593,ORD-010593,1.4,1.4,5.5,804,7.59,5.0,5.6,Breached
OPS-008817,ORD-008817,3.4,1.6,6.0,125,12.99,5.0,6.2,Breached
OPS-006553,ORD-006553,0.8,7.6,2.5,795,13.98,5.0,2.9,Met
OPS-009801,ORD-009801,1.2,7.9,1.5,1902,6.87,5.0,1.9,Met
OPS-008298,ORD-008298,2.7,4.3,2.7,1325,13.16,5.0,3.0,Met
OPS-006377,ORD-006377,2.1,5.0,2.2,995,4.31,5.0,2.5,Met
OPS-003880,ORD-003880,3.7,3.5,3.8,1539,9.47,5.0,4.1,Met
OPS-009326,ORD-009326,3.4,6.8,4.7,1906,9.05,5.0,5.1,Breached
